external_id;name;slug
КА-00003072;Аккумулятор Li-ion IRC14500 800mAh 3,7V;draft-14adc268ef59586f
КА-00003073;Аккумулятор li-ion IMR18650-18S 1800mah /Китай/;draft-a853b123de5fdddc
КА-00003074;Аккумулятор li-ion PMNN4407 IMPRESS 1650mAh /Китай/;draft-9e8d519c9a83a81d
КА-00003075;Контакт 2PF-14,7 12V /Китай/;draft-f67298af1a57c924
КА-00003076;Разъем XT60-мама-папа 12V /Китай/;draft-de3ca270b8463600
КА-00003077;Провод AWG14 3135 красный 12V /Китай/;draft-c9d989b6b815ae73
КА-00003078;Провод AWG14 3135 черный 12V /Китай/;draft-6d717cd93bea5438
КА-00003079;Аккумулятор Ni-mh AJK-B06V4005 6V /Китай/;draft-29d7d7203377f188
КА-00003080;Разъем TE/AMP 928205-2 26AWG-10см  12V /Китай/;draft-98586b42eea71325
КА-00003081;Аккумулятор GP 12-7 F2 (12V/7Ah) /Китай/;draft-a3c6a3c4de651778
КА-00003082;Аккумулятор GPL 12-7,5 (12V7,5АЧ) /Китай/;draft-01e26ec287d95b4c
КА-00003083;Самоклеящася этикетка напечатанная 77*100;draft-cee93f6be29a1c2b
КА-00003084;Camelion  3LR12 Plus Alkaline BL-1 (3LR12-BP1, батарейка,4.5В);draft-c25c2e68a2207370
КА-00003086;"Элемент питания 30411777 Kodak Xtralife alkaline AA battery LR6 S4 ; Страна происхождения - КИТАЙ";draft-52cb4078cafc6e64
КА-00003087;Аккумуляторная батарея DTM 1207 Delta, K5RURB3 /Вьетнам/;draft-1634f0b0ad4c5193
КА-00003088;Аккумуляторная батарея DT 6028 Delta, ZWFSYWK /Китай/;draft-35c9d4659648a21f
КА-00003089;Аккумуляторная батарея Delta HRL 12-18 X, P6EICJA /Китай/;draft-0c0199a161b10758
КА-00003090;Аккумулятор  20*Ni-mh AA 24V 2500mah /Китай/;draft-6bc8c6747f740498
КА-00003091;Эл. питания литьевый PANASONIC 2*CR123A, производство Индонезия;draft-8654e06c9537c6ee
КА-00003092;Аккумулятор 2*NCR21700 7,4V 5000mah /Китай/;draft-9577bf07cb9486c2
КА-00003093;Эл. Питания литиевый 3.0V 2*CR123A  FORTE /Китай/;draft-53d454aec3d71e4f
КА-00003094;Bb battery Bps 28 -12;draft-fb24295a47bdfdea
КА-00003095;Аккумулятор ROBITON LP383454 3.7В 800мАч PK1;draft-7c81315fe042c5d9
КА-00003096;Батарея щелочная Mirex LR20 / D 1,5V 2 шт (2/12/96), блистер;draft-a60cc722f8cb2fc6
КА-00003097;Эл. питания литьевый PANASONIC CR123A,2 PF,производство Индонезия;draft-82cacc9321b127d9
КА-00003098;SB AA02 TC (Tekcell) с выводами PHR-2 Литиевый элемент питания;draft-5014fd436e5d0232
КА-00003099;зарядка и диагностика в штатном зарядном устройстве;draft-21fdc1fada6dffd0
КА-00003100;Аккумулятор Li-ion PMNN4468 3,7V 2300mah /Китай/;draft-fc30795210fcb5ef
КА-00003101;Panasonic 2300mah;draft-11f7ea556cac9b31
КА-00003102;Резонатор SJK-6K8-32.768K (ЦИЛИНДРИЧЕСКИЙ);draft-2fdb5aa09bbb12a6
КА-00003103;Диод LL4148 (SOD80);draft-e85523307283fe10
КА-00003104;Диод ESDA6V1L (SOT-23);draft-6f7e8bbb2fffe3e8
КА-00003105;Диод BYG20G (DO214);draft-eec5b9aca6a05308
КА-00003106;Конденсатор GRM 42-6 COG 220 K50 murata (1206);draft-57af550fff97c74d
КА-00003107;Конденсатор SMD 10uF 10V Case A;draft-594f30b2871fe26a
КА-00003108;Конденсатор GRM 42-6 X7R 103 M50 murata (1206);draft-65d9f6c0b2f58553
КА-00003109;Конденсатор SMD 10uF 10V Case C;draft-0827b2688730c8a0
КА-00003110;Конденсатор MPX 0.022uF 250/275V Hitano Enterprise Corp;draft-41fe277ac8b06ec5
КА-00003111;Конденсатор EHR 470uF35V Hitano Enterpraze Corp (10*20);draft-5ecfbb120b3d586d
КА-00003112;Конденсатор EHR 470uF 10V Hitano Enterpraze Corp (10*20);draft-e62e915e0300c79a
КА-00003113;Оптрон SFH6156-3 Vishay (SMD-4);draft-f66f3fae338251d0
КА-00003114;Аккумуляторная батарея DTM 1212 Delta;draft-27b5ad71297fffcf
КА-00003115;Транзистор  2N7002 (SOT-23);draft-a84cd1d0854f0e6e
КА-00003116;Транзистор  IRLML5203 (SOT-23);draft-13cd10e745f400e1
КА-00003117;Конденсатор Low ESR 3300uF 6.3V 105°С (12,5*20);draft-1f8728728a719d4f
КА-00003118;Аккумулятор  GPL 12-7 F2 (12V/7,2Ah) /Китай/;draft-b8d16df9e6f3a498
КА-00003119;Аккумулятор GPL 12-18 (12V/18Ah) /Китай/;draft-b454ad0a0ba6d8c7
КА-00003120;Аккумулятор 12*SUNER Ni-CD SC 14,4V 1500mAh power type 10C, Производство: Китай.;draft-8ba9c140d3720a46
КА-00003121;ER26500H/Р FANSO БАТАРЕЯ ЛИТИЕВАЯ / Китай;draft-b09e56e15d091e29
КА-00003122;Трудовая книжка 3.76 ПК00930431;draft-e64b658b1a724c37
