external_id;name;slug
ФР-00000549;Ecola LED36W-4200K 220V panel универс. (без ступеньки) панель с драйвером внутри Призма 595x595x19;draft-77ab79f9bfaebc3b
ФР-00000550;ЭРА светодиодный свет-к SPO-6-36-4K (4) 595x595x19 36Вт 3000Лм 4000К призма (4/56);draft-4283a953f92255b7
ФР-00000551;Ecola GX53 H4 светильник встраив. без рефлектора сатин-хром 38x106 (к+);draft-0b06b2e39410897b
ФР-00000552;KL35 GD Светильник ЭРА под энергосберегающую лампу Gx53 220V, 13W ,золото (100/800);draft-9a2f9f4a73a1e589
ФР-00000553;KL35 WH Светильник ЭРА под энергосберегающую лампу Gx53,6400К 230V, 11W ,белый (100);draft-f6abddcc780ad19d
ФР-00000554;Ecola LED6.0-GX53-6000K Tablet 220V матовое стекло (композит) 27x75 T5QD60ELC;draft-a0328f0fbbcb585f
ФР-00000555;Ecola LED8.5-GX53-4200K Tablet 220V матовое стекло (композит) 27x75;draft-4c89f5cf6996e8eb
ФР-00000556;Camelion LED7.5-GX53/845/GX53 (Эл.лампа светодиодная 7.5Вт 220В);draft-0b766aabdfe5f3ca
ФР-00000557;"Элемент питания ФAZA CR2025 BL5; стр.изг. - КИТАЙ;";draft-635c2d9d91418e83
ФР-00000558;Батарейка Camelion AG10-BP10 100/3600, Китай;draft-f708e2af2f1b8a08
ФР-00000559;Лампа TL-D 18W/33-640 1SL/25 Philips 		8727900815764;draft-7fd99918e2f929c1
ФР-00000560;Лампа TL-D 18W/54-765 1SL/25 Philips 		8727900815788;draft-0182b9fd410539e8
ФР-00000561;Лампа TL-D 36W/54-765 1SL/25 Philips 		8727900815849;draft-5e760dc4d529aa72
ФР-00000562;Конверт бумажный с окном 100/5000, РОССИЯ;draft-8e896096a440c060
ФР-00000563;Элемент питания ФАZА AG10 (389А) BL10, штрих-код: 4895205002739;draft-f72562b28989a170
ФР-00000564;Элемент питания ФАZА AG13 (357A) BL10, штрих-код: 4895205002821;draft-c0469616c2c6c6a7
ФР-00000565;Элемент питания ФАZА AG12 (386A) BL10/ Китай/;draft-06136444a7a51a02
ФР-00000566;Элемент питания ФАZА 23А 12V BL5, штрих-код: 4895205003248;draft-c2ec8b4b7201c996
ФР-00000567;Элемент питания ФАZА 27А 12V BL5, штрих-код: 4895205003279;draft-28577c9745f12a90
ФР-00000569;Батарейка алкалиновая Energizer Industrial  C/LR14 страна ввоз. Россия, страна проис.CША;draft-910856565f768d8c
ФР-00000571;Батарейка алкалиновая Energizer Industrial  D/LR20: ввоз- Польша, проис.CША;draft-cecd043131adbd2b
ФР-00000572;Эл. питания Renata R394 (SR936SW) Пр-во: Швейцария. Ввоз: Литва;draft-ada81b189a7fb289
ФР-00000573;Эл. питания Renata R395 (SR927SW) Пр-во: Швейцария. Ввоз: Литва.;draft-2d3fd1aa489445c4
ФР-00000574;Эл. питания Renata R377 (SR626SW) Пр-во: Швейцария. Ввоз: Литва;draft-039751e5ee6adfd1
ФР-00000575;Эл. питания Renata R371 (SR920SW) Пр-во: Швейцария, ввоз: Литва;draft-68c80241c8f08c82
ФР-00000577;Эл. питания Renata R315 (SR716SW) Пр-во: Швейцария, страна ввоза: Литва;draft-2082a8cb7cda87c4
ФР-00000578;Эл. питания Renata R321 (SR616SW) Пр-во: Швейцария, страна ввоза: Литва;draft-3065d0b19baf9bfc
ФР-00000579;Эл. питания Renata R337 (SR416SW) Пр-во: Швейцария, страна ввоза: Литва;draft-37c63be06eb870c0
ФР-00000580;Эл. питания Renata CR1220 Пр-во: Япония, страна ввоза: Литва;draft-8a6e5cbaa5116a53
ФР-00000582;Зарядное устройство Camelion BC-1021C (1-2AA/AAA/200Ma/св. индик/таймер/поддерж заряд)/32, Литва;draft-129e7b68f23bd6da
ФР-00000583;Диски ELLITEX Printable Double Sided DVD+R, 12cm, 8X, 9.4GB/240min, 100pcs/cake box.;draft-3c7eeb66b1419d7c
ФР-00000584;Калькулятор;draft-8d39084574efe963
ФР-00000586;Номенклатура;draft-e066b6d3457014f3
ФР-00000587;Эл. питания Renata R395 (SR927SW) Производство: Швейцария. Ввоз: Литва;draft-9bc6332ec4b6af02
ФР-00000588;Эл. питания Renata R394 (SR936SW) Производство: Швейцария. Ввоз: Литва;draft-229f0eda45dad7db
ФР-00000589;Эл. питания Renata R392 (SR41SW) Производство: Швейцария. Ввоз: Литва;draft-ab5adb3027eb1f7d
ФР-00000590;Эл. питания Renata R390 (SR1130SW) Производство: Швейцария. Ввоз: Литва;draft-b5193c16a3533d99
ФР-00000591;Эл. питания Renata R381 (SR1020SW) Производство: Швейцария. Ввоз: Литва;draft-92cf77db89b30bfb
ФР-00000592;Эл. питания Renata R379 (SR521SW) Производство: Швейцария. Ввоз: Литва;draft-a49f524cc586d401
ФР-00000593;Эл. питания Renata R377 (SR626SW) Производство: Швейцария. Ввоз: Литва;draft-ea39a6ac1b40be31
ФР-00000594;Эл. питания Renata R371 (SR920SW) Производство: Швейцария. Ввоз: Литва;draft-6b1b3c7e0553776d
ФР-00000595;Эл. питания Renata R364 (SR621SW) Производство: Швейцария. Ввоз: Литва;draft-f34c085e209a4b1a
ФР-00000596;Эл. питания Renata R362 (SR721SW) Производство: Швейцария. Ввоз: Литва;draft-8c529ffd83c42ed8
ФР-00000597;Эл. питания Renata R357 (SR44W) Производство: Швейцария. Ввоз: Литва;draft-490698862abcbd9f
ФР-00000598;Эл. питания Renata R346 (SR712SW) Производство: Швейцария. Ввоз: Литва;draft-cec50949327ff641
ФР-00000599;Эл. питания Renata R341 (SR714SW) Производство: Швейцария. Ввоз: Литва;draft-daf9230e6b8dcce2
ФР-00000600;Эл. питания Renata R337 (SR416SW) Производство: Швейцария. Ввоз: Литва;draft-0c3027c683f80d55
ФР-00000601;Эл. питания Renata R335 (SR512SW) Производство: Швейцария. Ввоз: Литва;draft-be9a38bb0db0db02
ФР-00000602;Эл. питания Renata R321 (SR616SW) Производство: Швейцария. Ввоз: Литва;draft-03b7b68d1ffaa615
ФР-00000603;Эл. питания Renata R317 (SR516SW) Производство: Швейцария. Ввоз: Литва;draft-34a933aa30583ecd
ФР-00000604;Эл. питания Renata R315 (SR716SW) Производство: Швейцария. Ввоз: Литва;draft-d015e3283f41e448
ФР-00000605;Эл. питания Renata CR1616 Производство: Швейцария. Ввоз: Литва;draft-2333773e2f175679
ФР-00000606;Эл. питания Renata CR1220 Производство: Швейцария. Ввоз: Литва;draft-acbbabdc22384762
ФР-00000607;Эл. питания Renata CR2016 Производство: Швейцария. Ввоз: Литва;draft-b4d2607726542ff6
ФР-00000608;Эл. питания Renata CR2025 Производство: Швейцария. Ввоз: Литва;draft-968f89c6ff95e0c0
ФР-00000609;Эл. питания Renata CR2032 Производство: Швейцария. Ввоз: Литва;draft-6e78da127230969d
ФР-00000610;Эл. питания Renata CR2320 Производство: Швейцария. Ввоз: Литва;draft-8a7bcf2ee1d7f574
ФР-00000611;Аккумулятор литий-полимерный   3.7V 10 Ah (9759156) 37Wh, Производство: Китай.;draft-b173756bd0b6e312
ФР-00000612;Аккумулятор symbol btry-mc50eab02 Производство: Тайвань. Ввоз: Литва;draft-e6270863266eec74
ФР-00000613;Аккумулятор FDK Ni-MH HR-4/3AU 4000mAh Производство: Япония. Ввоз: Литва;draft-0b7969649eeba000
ФР-00000614;Аккумулятор SC 1500 ni-cd 10С (flat top) Производство: Китай. Ввоз: Литва;draft-b68e11be16d9295b
ФР-00000615;Аккумулятор SC 2000 ni-cd 10С (flat top)  Производство: Китай. Ввоз: Литва;draft-3a7f50500bc1a1cb
ФР-00000616;Аккумулятор sc 2500 Ni-mh 10С (flat top) Производство: Китай. Ввоз: Литва;draft-cbdd0f111ec276c7
ФР-00000617;Аккумулятор sc 3000mah Ni-mh 10С (flat top) Производство: Китай. Ввоз: Литва;draft-c518c4a8ef7bf349
ФР-00000618;Аккумулятор SC 1.2V 3000mah Ni-mh 10С Производство: Китай. Ввоз: Литва;draft-db3c9b4581649e24
ФР-00000619;Аккумулятор AAA 500mah NI-MH  Производство: Китай. Ввоз: Литва;draft-e0d9d5f137277bd9
ФР-00000620;Аккумулятор AAA 300mah NI-MH Производство: Китай. Ввоз: Литва;draft-58f24da01d6cf6b4
ФР-00000621;Аккумулятор Energizer AAA 900mah Производство: Китай. Ввоз: Литва;draft-e9371f4cb559fac9
ФР-00000622;Аккумулятор Energizer AA reacherge 2500mah  Производство: Китай. Ввоз: Литва;draft-a21e56c12889144f
ФР-00000623;Аккумулятор AA5-3000mAh BESTON Производство: Китай. Ввоз: Литва;draft-9c1d7aab93a42833
