external_id;name;slug
КА-00005624;Аккумулятор 5LTO2717397 (198*166*170) 12V 22Ah /Китай;draft-ef37c140a8be1011
КА-00005625;Аккумулятор Cameron Sino Li-ion CS-AST610CL 3,7V 800Ah /Китай/;draft-b1ae6d0e216dcf8d
КА-00005626;Аккумулятор EVE ICR18650/26V 3,7V 2600mAh с коннектором /Китай/;draft-5f630d32796e20a5
КА-00005627;LIR 18500 1500mAh EMMB с коннектором /Китай/;draft-d410b9295e0e33c4
КА-00005628;Аккумулятор Ni-MH PMNN4412 7.2V 1400mAh / Китай;draft-6e20602a2f642755
КА-00005629;"Элемент питания ENERGIZER LR22 EN22 9V Industrial; Страна происхождения -Китай";draft-9e233b2cce236280
КА-00005630;2HHR-120AAB PANASONIC (Элемент питания),стр. ввоза Россия;draft-b4dca485501771ca
КА-00005631;Аккумулятор Lifepo4 24V 608ah /Китай/;draft-2c620c4046bbb54f
КА-00005632;Зарядное утройство 24V-300А /Китай/;draft-28cb8724d92c264d
КА-00005633;Лабораторный блок питания NICE-Power SPPS-S3010 для подключ. и тестир. устр. силой тока до 10А/Китай;draft-c3940231e4e86300
КА-00005634;Лабораторный блок питания NICE-Power SPPS-3010D для подключ. и тестир. устройств /Китай;draft-77af6e093b9d420b
КА-00005635;ER14250H/3PF FANSO БАТАРЕЯ ЛИТИЕВАЯ / Китай;draft-d479f9a21344c7fe
КА-00005636;ИБП CyberPower UT1500EIG	1500VA/900W LED/USB/RJ11/45 (6 IEC С13) 12V/7.5Ah*2/USB charger A/C;draft-c5a038945a1f7c45
КА-00005637;Кабель переходник PC-SFC14M-01 Gembird;draft-4c8ad09488db8edb
КА-00005638;Вилка электрическая угловая с заземлением 16А TOKOV ELECTRIC (TKE-C05-KVU-Z) (Турция);draft-b14c22a5f5f42fbf
КА-00005639;Аккумулятор Lifepo4 RADIAN ST25,6-230 25,6V 230ah /Китай/;draft-4c4fd35253dc0f04
КА-00005640;ER17505H/S FANSO БАТАРЕЯ ЛИТИЕВАЯ / Китай;draft-6a7c1ddf86ef4ff5
КА-00005641;Литиевая батарея Fanuc A98L-0031-0028 3V;draft-67c543f10cfaec2c
КА-00005642;Аккумулятор свинцово-кислотный B.B. Battery MPL55-12 12V 55Ah /Китай/;draft-6cc1b49f9f466436
КА-00005643;ER17505-VB FANSO БАТАРЕЯ ЛИТИЕВАЯ / Китай;draft-adcc88a573b562b4
КА-00005644;Батарейка Panasonic 2BR2/3A 6V Китай/;draft-60939b3f9efc5b9f
КА-00005645;Аккумулятор для SONY NP-F330 NP-F530 NP-F550 NP-F570 NP-F750 NP-F770;draft-a1a19b3a2bb13f60
КА-00005646;Аккумулятор литиевый SAMSUNG 10INR18650-25R 18B 5000mah для BL1850B;draft-f206ede26583b4fe
КА-00005647;Аккумулятор литиевый EVE 10INR18650-5000mah 18V для BL1850V /Китай/;draft-0d618cadc31a6228
КА-00005648;Аккумулятор литиевый SAMSUNG 10INR18650-15M 18V 3000mAh для BL1830;draft-06858c0dc4717acd
КА-00005649;Аккумулятор литиевый BSL 5INR18650-2000mah 18V для BL1021B /Китай/;draft-a6fab7e7185d74b5
КА-00005650;Аккумулятор Ni-cd SUNER 15SC 2000mah 18V для 1822 /Китай/;draft-43244324de4261b6
