external_id;name;slug
КА-00005121;LS 14500 (SAFT) Литиевый элемент питания, произ-во Франция;draft-3aab5a40371132da
КА-00005122;ERGOLUX ELX-CDC02P-C02 ПРОМО (Кабель USB-Type C, 2A, 1м,Черный,Зарядка+Передача данных,Пакет).Китай;draft-13476d4c103decf9
КА-00005123;Аккумулятор Ni-Mh BH1801-BO 7,2V 1800mah /Китай/;draft-3b759038de40a8cc
КА-00005124;Аккумулятор литиевый 6LG ICR18650-HE2 11,1B 4500mah /Китай/;draft-321d162d6f671241
КА-00005125;Аккумуляторная батарея Delta HRL 12-7.2 X, 6U52N74/Китай/;draft-1ba4637b211e7333
КА-00005126;Аккумулятор Ni-Mh NNTN4851A 7,2V 1800mAh ВО /Китай/;draft-1a754d8011bd1789
КА-00005127;Аккумулятор Ni-Mh FNB-V106-BO 7.2V 1200mah /Китай/;draft-c0cbd594f0304deb
КА-00005128;CR 123A TC (Tekcell) Литиевый элемент питания;draft-3832a8cc4b156650
КА-00005129;DC-DC зарядное устройство Sterling Power BB1224120;draft-f7b64c94d04f1c0c
КА-00005130;Аккумулятор Li-ion 2EVE INR18650-33V 3,7V 3300mAh /Китай/;draft-01b4ba56ff0a4a06
КА-00005131;Аккумулятор Li-ion EVE INR18650/25P 3,7V 2500mAh /Китай/;draft-53d16311bf3e9e2d
КА-00005132;Аккумулятор NI-MH HBC Radiomatic BA222060 6V 800mAh /Китай/;draft-51350453029102ca
КА-00005133;Элемент питания литевый Panasonic BR1632A/HAN 3V;draft-265b04bcd53f1ac1
КА-00005134;Аккумулятор li-po 605678 3,7V 11,5wh /Китай;draft-2e27aaec323cf117
КА-00005135;Аккумулятор li-po 6040105 3,7V 37,7wh /Китай/;draft-19e2716adc14fa90
КА-00005136;Аккумулятор литий-полимерный 4Х 306093HV 2350 MAH Производство: Китай. Ввоз: Литва;draft-251ddac2b71b3e21
КА-00005137;Аккумулятор SE 2000AA 6V 2000mAh NiMH с разъёмом;draft-3f71a1b35b6b2204
КА-00005138;SBE160 Коннектор серый 35 кв. мм., РОССИЯ;draft-bba148500b9e0671
КА-00005139;Аккумулятор Ni-Mh NNTN8129 7.4V 2200Ah/Китай;draft-309361fd4be3e420
КА-00005140;NNTN8129 В 7.4V 2.2 Ah;draft-1c3d5308ba05c25a
КА-00005141;Аккумулятор Ni-Mh HNN4001A 7.2V 2100mAh /Китай/;draft-a9afad339f0e7e1f
КА-00005142;Аккумулятор Ni-Mh NNTN4496 7.2V 2100mAh/Китай;draft-7673fbfdf91fcbcf
КА-00005143;Элем.пит.Космос 3R12.Cтр.происх.:Китай;draft-7af8dba35becd4ed
КА-00005144;Батарея щелочная POWER FLASH LR06 /Китай/;draft-d04386d5711db039
КА-00005145;SB AA11 TC (Tekcell) Литиевый элемент питания/ Россия/;draft-db5c0a549d4d94ca
КА-00005146;CR 17450 (Tekcell) Литиевый элемент питания / Китай/;draft-ebb5c9e71780525d
КА-00005147;CR 123А ТС (Tekcell) Литиевый элемент питания/ Китай/;draft-8952d25a97050494
КА-00005148;Аккумуляторная батарея DT 12012 Delta, 4ACZ8H0 /Китай/;draft-cdabff9bb7671615
КА-00005149;Батарейка алкалиновая POWER FLASH LR03 AAA /Китай/;draft-2dd2f64203a1be89
КА-00005150;Аккумулятор LG 3INR18650-HG2 3000mAh 20A Li-Ion 11,1V, страна происхождения - КОРЕЯ, Сеул;draft-bbec5ef08c14b6b9
КА-00005151;ER14505H/S FANSO Батарея Литиевая /Китай/;draft-cf0bbc726ddf4627
КА-00005152;Корзина д/бумаг 11л сетчатая, пласт., высота 260мм, черная 299873;draft-538b96bf9f2c9a9d
КА-00005153;097529 Лента бумажн.клейкая малярная 48мм*50м Silwerhof белая 971003/1180456 /Россия/;draft-9c2e592d2134b6a8
КА-00005154;0972529 Лента бумажн. клейкая малярная 48мм*50м Silwerhof белая 971003/1180456 /Россия/;draft-a749985c1a52a83c
КА-00005155;09823 Скоросшиватель пласт.А4 одностор.бумвинил OfficeSpace серый 270110 /Россия/;draft-dc616ef0fa7d3e37
КА-00005156;099744 Регистратор 50мм одностор.бумвинил OfficeSpace серый 270110 /Россия/;draft-b872e6492599d880
КА-00005157;099755 Регистратор 70мм одностор.бумвинил Стамм.Стандарт серый ММ-31828/Россия/;draft-576a39e400e983c2
КА-00005158;070191 Корзина д/бумаг 11л сетчатая,пласт.,высота 260мм, черная 299873/Россия/;draft-8ba7d042d4dc643e
КА-00005159;002782 Бумага А4 80г/м2 500л SvetoCopy AБ 3020/Россия/;draft-5483400ae8034d53
КА-00005160;047921 Блок бумаги д/зам. 85*85*17мм проклеен., с рисунком LNn_01600/ Россия/;draft-18009d5b469b7ee4
КА-00005161;Аккумулятор гелевый 6V 180Ah С5 /Китай/;draft-1e68ac44f58278ae
КА-00005162;Элемент питания SAFT LS26500 с Lithium 3.6V, Франция;draft-a02ad19402de18fa
КА-00005163;Аккумулятор Ni-mh SUNER 3SC 3000mah 3,6V c коннектором 2 pin /Китай/;draft-a6a7ef772a71f66c
КА-00005164;Аккумулятор свинцовый APC RBC23 /Китай/;draft-a471a2e664d9d1f7
КА-00005165;BB battery 1272 12V/7.2Ah;draft-96fadb1ca1c8f451
КА-00005166;Аккумуляторная батарея BB Battery UPS 12220W (12v 53ah);draft-5d1788c6b0fc7c8e
КА-00005167;"Элемент питания VINNIC Watch 371F-C10 Silver 1,55V Bl.10; Страна происхождения - КИТАЙ";draft-1fb70e050c3f6969
КА-00005168;Батарейка Fanso ER14505 4PF,Китай;draft-9ebffbdfaedb4924
КА-00005169;Аккумулятор 8NI-MH 4/5SC 9.6V 2100mAh. Страна ввоза: Гонконг. Производство: Китай;draft-c070c905b5ffec7d
КА-00005170;Аккумулятор Lifepo4 6,4V 200ah /Китай/;draft-7832fe5a102d5033
КА-00005171;Зарядное устройство 6,4V 50A /Китай/;draft-c175d5c9731e824e
КА-00005172;OEM LS33600-3 - 4;draft-65e71e97aa33f83a
КА-00005173;Интеллектуальная полетная батарея DJI Mavic 3;draft-cbff6568e10c0841
КА-00005174;Концентратор зарядки аккумуляторов для DJI Mavic 3;draft-35f64c696f5645a6
КА-00005175;Дополнительный набор Mavic 3 Enterprise Series - Battery kit;draft-38ebb87d49f7d188
КА-00005176;Табличка алюминевая 120х70.0,5мм (отверстия, клеевой слой);draft-e87ca548a4f627d3
КА-00005177;Очиститель ALI-ST-40/ для пояльных жал (бронзовая стружка), Китай;draft-e0bc044830591dcc
КА-00005178;Разъем балансировочный PAP-02V-S/розетка PA 2pin шаг 2.0 на кабель без контактов, Япония;draft-d0ec3aa49a11efb0
КА-00005179;Аккумулятор Li-ion DP4801e-ВО 7,4V 2200mAh /Китай/;draft-1c109762cbcab90b
КА-00005180;Аккумулятор Li-ion PD705G-ВО 2000mAh /Китай/;draft-1b54369ca073bcab
КА-00005181;Аккумулятор ROBITON 3RTU5000MHD 3,6V Cтр.происх.:Китай;draft-90fe298cf72b9fd9
КА-00005182;Аккумулятор Ni-mh 2*SC 2500mAh 2,4V c выводами Производство: Китай.;draft-0049b43c727982d9
КА-00005183;"Элемент питания MATSUSHIMA LR44 Alkaline 1.5V Bl.10; Страна происхождения - КИТАЙ";draft-87400f3f5379ba81
КА-00005184;"Элемент питания 394 101 111 VARTA  V394; Страна происхождения - ШВЕЙЦАРИЯ";draft-2872d2b913ffa93b
КА-00005185;Аккумулятор GPL 12-55 VENTURA, Вьетнам;draft-603a9fb577c88d7a
КА-00005186;Аккумулятор RADIAN LiFePO4 ЧМ-12,8V 105Ah /Китай/;draft-3bf330cdabf84f29
КА-00005187;Аккумуляторная батарея Delta FTS 12-180 X, QHI3MS8 /Вьетнам/;draft-d8e5e2a4b6f83788
КА-00005188;Элемент питания алкалиновый AG10/LR1130 1.5V /Китай/;draft-8776b6d3aa773d79
КА-00005189;Элемент питания алкалиновый Vinnic L1142F (AG12) 1.5V /Китай/;draft-bd5e91e927dc2e66
КА-00005190;Аккумулятор LiFePo4 12V 8Ah /Китай/;draft-0d61473a4f582387
КА-00005191;Эл. Питания литиевый Sunmoon ER14250 2PF /Китай/;draft-93100e7e35c3b53f
КА-00005192;Погрузчик электрический (морозостойкое исполнение) грузоподьемность-2000кг CPD20;draft-bb84ae51c8abf8de
КА-00005193;Электроштабелер CDW2020 2т 2М /Китай/;draft-41c85624aedbf8d1
КА-00005194;Аккумулятор LiFePo4 12,8V 18Ah /Китай/;draft-5c0895196de47f73
КА-00005195;EnerSys Cyclon X Cell (AGM, 5 Ah, 2V);draft-4d606a0aacafe58c
КА-00005196;Аккумулятор 4*Ni-MH SUNER AA 1,2V 2200mah, производство Китай;draft-19370ae3f651aee5
КА-00005197;Ленточный вывод;draft-d481ec85dad3357a
КА-00005198;Батарейка Ergolux R14 SR2 (R14SR2 1.5В), Стр. происх. Китай;draft-8ec7504b9395598b
КА-00005199;CR2450 (Элемент питания) под пайку;draft-d049e97c0c5ea68a
КА-00005200;Аккумулятор Lifepo4 Radian PL24-100 24V 100Ah /Китай/;draft-59115c8444151851
КА-00005201;Зарядное утройство 24V-20-LiFE (24V 20A) /Китай/;draft-a6d194e96eb75fd4
КА-00005202;Аккумулятор Lifepo4 RADIAN ST25,6-200 25,6V 200ah /Китай/;draft-fc461dea64916516
КА-00005203;Преобразователь напряжения WD2 DC12-DC24 2000W /Китай/;draft-a1c2faee68151833
КА-00005204;Аккумуляторная батарея HR 6-9 Delta, 9D4E4KN /Вьетнам/;draft-b7ebefd95a444bd5
КА-00005205;Аккумулятор RADIAN LiFePO4 12,8V 15Ah  /Китай/;draft-1b3c6a93875e1674
КА-00005206;Эл. Питания литиевый Forte ER26500  с коннектором Пр-во: Китай;draft-f7faf66259d0f915
КА-00005207;Кабельный наконечник ЮПИТЕР НВИ 2,5-6 4,0ММ2 100 штук (JP7211-02) (КИТАЙ);draft-904913613b50da0b
КА-00005208;Кабельный наконечник ЮПИТЕР НВИ 6,0- 6,0ММ2 100 штук (JP7211-03) (КИТАЙ);draft-6f97b3c84b6723d8
КА-00005209;Аккумулятор Perfeo AA2100mAh/2BL/Китай/;draft-7c8b6f11dad85ad5
КА-00005210;Элемент питания ROBITON STANDART R-AG3-0-BL5 (0%Hg) AG3 LR41 392 192 BL5;draft-adf0f24439ae2e78
КА-00005211;SPHD-002T-P0.5, Разъем, Контакт для розетки PHDR\JST;draft-8fd16031c7c20efb
КА-00005212;Аккумулятор DJI Mavic 2 Enterprise;draft-a15fe8a27ef8e9ea
КА-00005213;Аккумуляторная батарея GEL 12-55 Delta, KRP6VMI/Китай/;draft-94b88a8335346c44
КА-00005214;"Элемент питания Renata, CR2032MFR. SC Bl.1 ; Страна происхождения - КИТАЙ";draft-d03d8d0d79f7d3da
КА-00005215;Аккумулятор литий-полимерный (Li-Pol) 2300мАч 3.7В, с защитой, LP754061;draft-5cd46082598c772a
КА-00005216;Аккумулятор MH-18670 NiMh 1.2V 4500mAh;draft-608ea23abe213c52
КА-00005217;Аккумулятор SUNER Ni-CD 3SC 3.6V 1500mAh с выводами, Производство: Китай.;draft-10098fe351169ba5
КА-00005218;Аккумулятор свинцовый Panasonic UP-VW1220P1 12V /Китай/;draft-b36aa8f802a0b6a9
КА-00005219;LIR 18500 1500mAh (EMMB) Литий-ионный аккумулятор;draft-cc5d98729cc3a151
КА-00005220;Аккумулятор литиевый ICP103450DA(п) Moli 3,7V 2200mah с выводом /Китай/;draft-691d548ff36f2d51
КА-00005221;LS 14500 (SAFT) Литиевый элемент питания, произ-во Франция (с доп.сразъемом SM-2P);draft-114a95372b794fcd
КА-00005222;Внешний аккумулятор Radian R20-6-50 /Китай;draft-41a0dfea89c2cb7d
КА-00005223;Наконечник кольцевой неизолированный SC (JGB)-4-9, Китай;draft-cd422313025512c8
КА-00005224;Элемент питания литиевый Sunmoon 3.0V CR14250 (575332TA (1/2AA) со штекером) /Китай/;draft-adfc466239f54b64
КА-00005225;Наклейка ТЕРРА 20х40, синие;draft-985253984c72c704
КА-00005226;Сиденье CPD20-230 /Китай/;draft-78f5046e7216df65
КА-00005227;Замена сиденья CDP20-230 /Китай/;draft-886fe9ff1cb25887
КА-00005228;Аккумулятор 2*Samsung 18650 25R 2500mAh 7,4V. (TOPCON BT-60T) Производство: Корея.;draft-082daa0ee9314c39
КА-00005229;Аккумулятор 2*Samsung 18650 25R 2500mAh 7,4V. (TOPCON BT-62T) Производство: Корея.;draft-5fa4806181a23d66
КА-00005230;Аккумулятор литиевый SAMSUNG 6INR18650-25R 24B 2500mah 20A;draft-418eead457c59ed9
КА-00005231;Аккумулятор EVE ICR18650/26V 3,7V 2600mAh (c платой защиты) / Китай /;draft-739c427a31f1650c
КА-00005232;Аккумулятор Li-ion EVE INR18650/25P 3,7V 2500mAh (с платой защиты) /Китай/;draft-6ed84672c3e580df
КА-00005233;Аккумулятор литиевый   6 EVE INR18650-2500mah-8C /Китай/;draft-89d89109aa699f17
КА-00005234;Аккумулятор литиевый 4EVE 18650 2600 mAh СЗ 3C Производство: Китай. Ввоз: Литва;draft-4036736be06e8053
КА-00005235;Установка АКБ;draft-931fcf5dc3ae4b1c
КА-00005237;BetaFPV Cetus X FPV 550mAh;draft-2702d5497d758bfd
КА-00005238;Модуль заряда Li-lon аккумуляторов MOD-TP4056/ Китай;draft-93bbc35b82eea647
КА-00005239;"Клемма грузовая ""латунная"" Китай";draft-af4c95b204095880
КА-00005240;Аккумуляторная батарея Kijo 6V EVF 200Ah (C3) (M8) GEL, страна ввоза Китай;draft-999657fbf050e49f
КА-00005241;Аккумулятор AGM FT 12-200;draft-dacc09f079b6d324
КА-00005242;Штабелер HILIFT SS15 48V 105ah/Китай;draft-5f6bfb4438fd9ccf
КА-00005243;Аккумулятор литиевый 21SAMSUNG INR18650-15M 3,6V 4500mAh 25,2V/Корея ,Сеул./;draft-f7be1490a04a832a
КА-00005244;Аккумуляторная батарея GEL 12-26 Delta, 0R814V0  /Китай/;draft-4e40b169e2cea129
КА-00005245;Аккумуляторная батарея GEL 12-26 Delta, 009G0UF  /Китай/;draft-9375cd1768b622b5
КА-00005246;Аккумуляторная батарея GEL 12-26 Delta, Y96S598  /Китай/;draft-5f9244c31c27524d
КА-00005247;Аккумулятор для Zebra T1E104( Samsung INR18650-30Q 3000mAh) Страна присхождения- Республика Карея.;draft-33f0c4d67876636c
КА-00005248;Плата защиты для 48V 300A;draft-5f14960b735a5bdb
КА-00005249;Корпус ES 12-70B 260*168*209;draft-f79e40ed5592b9b2
КА-00005250;Аккумулятор литиевый 6BSL 18650 3000 mAh 3C 22,2V/Производство: Китай.;draft-79141cd71189e9c9
КА-00005251;Литиевой элемент питания VARTA CR1/2AA BLS - 2pin 2,54 12V Страна происхождения-Китай;draft-d59e70b1f65b1c02
КА-00005252;Аккумуляторная батарея DT 6033 (125мм) Delta, 1C06T52 /Китай/;draft-88b0058f5b03b9ce
КА-00005253;Аккумуляторная батарея  DT 12022 Delta, НХJVR67 /Вьетнам/;draft-486a02b04a459366
КА-00005254;"Элемент питания 4022 211 501 VARTA Alkaline Industrial 9V/6LR61 200 Sinle; Страна происх. Китай";draft-157352e841034a5e
КА-00005255;"Элемент питания 30952027 Kodak Xtralife alkaline AA battery LR6 BL.4; Страна происхождения - КИТАЙ";draft-9414e691a361a4c3
КА-00005256;"Элемент питания 6204 301 401 VARTA CR-P 2 Photo BL.1; Страна происхождения-КИТАЙ";draft-933a219576deac98
КА-00005257;Аккумулятор Perfeo AA2850mAh/2BL Аккумулятор Пластик /Китай/;draft-b0c17a5555b374e5
КА-00005258;Эл. питания Perfeo 6LR61/1SH Super Alkaline/Китай;draft-eba10301814db9a2
КА-00005259;Разъем цилиндрический DS1110-01-5B6/ набо вилка-розетка 5pin, Китай;draft-3a819b9dc5e09dc4
КА-00005260;"Элемент питания 4103 229 414 VARTA Energy AAA bl.4; Страна происхождения - ГЕРМАНИЯ";draft-800ffc93b625abbf
КА-00005261;Аккумуляторная батарея Kijo 6V 3-EVF-330Ah(295х178х345)/Китай;draft-9f725f8ba30e0c6b
КА-00005262;Аккумуляторная батарея DT 4045 (47*47*101/105) Delta, 312EW75 /Вьетнам/;draft-e71e9c1dc64db54f
КА-00005263;Аккумуляторная батарея DT12032 Delta, 7AN58MU /Китай/;draft-ab67356edcfe013a
КА-00005264;MH-18670 MINAMOTO 1.2V 4500mAh (Элемент питания) /Китай/;draft-94b5f1978795409a
КА-00005265;Аккумуляторная батарея DT12032 Delta, 7AN58MU /Вьетнам/;draft-2a78a8e83e660748
КА-00005266;Аккумуляторная батарея DTM 1212 Delta, 1W1173H /Вьетнам/;draft-ecccdc1ad8c8ed94
КА-00005267;Изделие из металла согласно КД Заказчика;draft-db6184cabc4fad95
КА-00005268;Аккумулятор li-ion PMNN4407А 7.4V 1800mAh /Китай;draft-2d2ad253000fdbff
КА-00005269;Литиевый элемент TEKCELL SB-C02 с выводами;draft-9e0828e9e915d07d
КА-00005270;Светодиод LED GNL-5464UED NC (red);draft-9f865fb54f38aff3
КА-00005271;Батарейка Ergolux LR6 Alkaline PROMO BOX40 (1.5B) 40/480, Китай;draft-ea11088c5d871e6c
КА-00005272;Батарейка Ergolux LR6 Alkaline PROMO BP-20 (1.5B) 20/480, Китай;draft-57850dff13d172a8
КА-00005273;KOCLR620BOX Батарейка Космос LR6 20BOX/640, Китай;draft-a289580b2a1db1d3
КА-00005274;Провод ПВС-Т 4х0,75+1х0,75 бел;draft-20ca228ce9f8ab02
КА-00005275;Наклейка 60х33 мм, с дизайном-макетом;draft-92b8bc75085d3ca9
КА-00005276;Аккумулятор LiFePO4 200Ah TBB Power M12-200/H;draft-a756ccdd2a4d2728
КА-00005277;Корпус ES 12-180 391*206*268;draft-9beaa466997bb51c
КА-00005279;Аккумуляторная батарея Radian LiFePO4 12V 100Ah (250х165х192) / Китай/;draft-18a306e80cc6bd07
КА-00005280;Сервисная книжка, 200х150мм, 24 стр.;draft-e8d9dd55912edb2d
КА-00005281;Регистратор 70мм одностор.п/мрамор Эко черный 871502 страна происхождения Россия;draft-7d480b6d36ce96b1
КА-00005282;Конверт 110*220 мм силик./окно прямоуг.клапан страна происхождения Россия;draft-5be9e38d676fdc2b
КА-00005283;Салфетки чист.д/экранов и пластика Luscan 100шт. в тубе 380972 страна происхождения Россия;draft-dceff5ca134f260f
КА-00005284;Вилки однораз. OfficeClean 165мм 100шт., пласт. белые 245850 страна происхождения Россия;draft-7e2e412ca9aad93b
КА-00005285;Стакан однораз. 100мл д/холодн. напитков 100шт., пласт. синие страна происхождения Россия;draft-43c351e41ffedc2e
КА-00005286;Тарелки однораз.. десертн. d-18см 100шт., мелюьум., белые страна происхождения Россия;draft-cc59f48adb793ac1
КА-00005287;Ложки однораз. столовые 165мм 100 шт., пласт. синие страна происхождения Россия;draft-01b6191619fa6d63
КА-00005288;Стаканы однораз. 200 мл OfficeClean 100 шт.пласт.прозрачные страна происхождения Россия;draft-c6b930b0968642a1
КА-00005289;100533 Конверт 229*324мм силик./подсказк./запечатка Buro 70502 страна происхождения Россия;draft-b6aa37fb505aac58
КА-00005290;"Аккумулятор Panasonic 4NCR18650BD- 3200mAh-10A 14,4V ;страна происхождения Корея,Сеул";draft-5c9b4118d9ca893f
КА-00005291;Аккумуляторная батарея U4382120PV /Китай/;draft-678775de50ad8cb5
КА-00005292;Аккумуляторная батарея RR03XL /Китай/;draft-a71beb0a0cd537a1
КА-00005293;Аккумулятор для Dell Inspirion 15 Type M5Y1K;draft-accbd01a2489387b
КА-00005294;Аккумулятор 32Lifepo4 ITR26/70-50E 26700 25,6V 20000 mAh КП /Китай/;draft-1d3cd5445f30d8bf
КА-00005295;аккумулятор BB battery BPS 12-12  (12V/12Ah);draft-64d2fc24bef6ca76
КА-00005296;"Элемент питания 6204 301 401 VARTA CR-P2 Photo BL.1; Страна происхождения-КИТАЙ";draft-d0f9e6c294716b69
КА-00005297;Эл. Питания литиевый FANSO ER26500 with EHR-2 /Китай/;draft-b8200c870cd9abef
КА-00005298;HR12-26 Delta Аккумуляторная батарея,арт.HR12-26, страна происх. ВЬЕТНАМ;draft-ccca22d3d7613758
КА-00005299;Наконечник медный лужёный ТМЛ 35- -10 ГОСТ 7386-80 ЗЭТАРУС, РОССИЯ;draft-47dc2eeae180f7ad
КА-00005300;Наконечник медный лужёный ТМЛ 25-8-7 ГОСТ 7386-80 ЗЭТАРУС, РОССИЯ;draft-778fe9dd47d1f80c
КА-00005301;Наконечник медный лужёный ТМЛо 10-6 ЗЭТАРУС, РОССИЯ;draft-05d9db10e83179ad
КА-00005302;Самоклеящаяся этикетка напечанная 33*73 на пленке;draft-828fe4afa63fd7b2
КА-00005303;Аккумулятор литиевый ICP103450DA(п) Moli 3,7V 2200mah СЗ /Китай/;draft-78761a6b5409a424
КА-00005304;Батарейка RADIAN 3LR12 /Китай/;draft-83e48b7686b0dcac
КА-00005305;Элемент питания РЦ-53 /Россия/;draft-14c456e10d0c7772
КА-00005306;Аккумулятор Ni-mh RADIAN R20 5000mah /Китай/;draft-839a5fa5ef3a894f
КА-00005307;Аккумулятор 8LiFePO4 IFR32140 12,8V 30ah /Китай/;draft-3b685acaf76da566
КА-00005308;Аккумулятор li-po RADIAN LP502540 3.7V 450mAh /Китай/;draft-aac0ba357dee0a0c
КА-00005309;Аккумулятор Li-ion CS-ZDS360BX 3.7V 3400mAh /Китай/;draft-bb8f58c840d662b2
КА-00005310;Лабораторный блок питания LW-K3010D для подключения и тестирования устройств до 10А /Китай/;draft-e2aa6d9cf2d41f78
КА-00005311;Батарея аккумуляторная Gel 12-65 Delta;draft-24cc86293caf7dde
КА-00005312;Рулетка 3 м STARTUL Master ST3002-0316 (КИТАЙ);draft-47b07ed5ada69af3
КА-00005313;Очки защитные закрытые COM3 ЗП2 Panorama Plexiglas прозрачная линза (30211) (РОССИЯ);draft-bdfbad37dce66dfa
КА-00005314;Опрыскиватель ручной 2 л STARTUL Garden (ST6550-20) (КИТАЙ);draft-dbca28a7e98a6d1c
КА-00005315;Полумаска JETA SAFETY 6500 размер М (6500-М) (КИТАЙ);draft-f53e3058e0068ae1
КА-00005316;Фильтр JETA SAFETY 6540 AE1 2 Штуки (КИТАЙ);draft-029fd76177cd988e
КА-00005317;Пресс-клещи СТС-Д (КВТ) (85740) (КИТАЙ);draft-e27c083ba5ac4c33
КА-00005318;Перчатки резиновые КЩС тип 2 размер 9 К40 Щ40 (HIM90) (КИТАЙ);draft-1f96a8c60b8ee46d
КА-00005319;Очки защитные открытые СОМ3 Щ88 Surgut прозрачные (18840) (РОССИЯ);draft-b3f04c7479818657
КА-00005320;Аккумулятор Ventura HR 1290W (AGM, 21Ah)/ Китай;draft-7c4269a199d94053
КА-00005321;Аккумулятор 8FDK Ni-MH HR-4/3AU 4000mAh 9,6V Производство: Япония. Ввоз: Литва;draft-fdf5f897a947e42e
КА-00005322;HB434666RBC;draft-55f5a80ad44ca46e
КА-00005323;HB554666RAW;draft-e09f0ff704f683e6
