product_external_id,reason
КА-00005569,one_c_service_maintenance_non_product
КА-00006248,one_c_service_contract_manufacturing_non_product
КА-00007057,one_c_ai_service_budget_non_product
КА-00007115,one_c_ai_service_budget_non_product
КА-00007117,one_c_ai_service_budget_non_product
РБ-00000026,one_c_auction_placement_service_non_product
РБ-00000029,one_c_registration_placement_service_non_product
РБ-00000031,one_c_vacancy_publication_service_non_product
ФР-00000183,one_c_freight_service_non_product
