Bitrix ID,Название сайта,Бренд,1С-код,1С-Артикул,1С-Наименование,signature,brand_ok,confidence,method,1С-код(было Cursor),сравнение
20122,"Аккумулятор Delta HR 12-15 (AGM, 15Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000258,differ
20123,"Аккумулятор Delta 12-26 (AGM, 26Ah)",,КА-00000317,,"Аккумуляторная батарея GPL 12-26 AGM/CONTACT, ВЬЕТНАМ",1226AGM,no,0.85,sig,КА-00002916,differ
20124,"Аккумулятор Delta HR 12-40 (AGM, 40Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000258,differ
20125,"Аккумулятор Delta HR 12-65 (AGM, 65Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00002753,differ
20126,"Аккумулятор Delta HR 12-100 (AGM, 100Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000258,differ
20127,"Аккумулятор Delta CGD 1208 (AGM, 8Ah)",,КА-00003766,,Аккумуляторная батарея CGD 1208 Delta /Вьетнам/,CGD1208,yes,0.95,sig+brand,КА-00003766,agree
20128,"Аккумулятор Delta CGD 1212 (AGM, 12Ah)",4622,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new
20129,"Аккумулятор Delta CGD 1233 (AGM, 33Ah)",,КА-00003445,,Аккумуляторная батарея CGD 1233 Delta,CGD1233,yes,0.95,sig+brand,КА-00003445,agree
20130,"Аккумулятор Delta CGD 1255 (AGM, 55Ah)",,КА-00003830,,Аккумуляторная батарея CGD 1255 Delta,CGD1255,yes,0.95,sig+brand,КА-00003830,agree
20131,"Аккумулятор Delta CGD 12100 (AGM, 100Ah)",,КА-00002061,,Аккумулятор карбоновый Delta CGD 12-100,DELTACGD12100,yes,0.95,sig+brand,КА-00002061,agree
20132,"Аккумулятор Delta CGD 12200 (AGM, 200Ah)",,КА-00003564,,Аккумуляторная батарея Delta CGD 12200 (12V / 200Ah),DELTACGD12200,yes,0.95,sig+brand,КА-00003564,agree
20133,"Аккумулятор Delta HRL 12-180 X (AGM, 180Ah)",,КА-00005187,,"Аккумуляторная батарея Delta FTS 12-180 X, QHI3MS8 /Вьетнам/",12180X,yes,0.95,sig+brand,КА-00000259,differ
20134,"Аккумулятор Delta HRL 12-7.2 X (AGM, 7.2Ah)",,КА-00001027,,Аккумуляторная батарея Delta HRL 12-7.2 X /Китай/,DELTAHRL127,yes,0.6,sig+brand+generic,КА-00001027,agree
20135,"Аккумулятор HRL 12-9 (1234W) X (AGM, 9 Ah)",4622,КА-00002467,,Аккумулятор HRL12-45X,АККУМУЛЯТОРHRL12,no,0.95,sig,,new
20136,"Аккумулятор Delta HRL 12-12 X (AGM, 12Ah)",,КА-00001251,,Аккумуляторная батарея Delta HRL 12-12 X /Вьетнам/,DELTAHRL1212,yes,0.6,sig+brand+generic,КА-00000259,differ
20137,"Аккумулятор HRL 12-18 X (AGM, 18Ah)",4622,КА-00002467,,Аккумулятор HRL12-45X,АККУМУЛЯТОРHRL12,no,0.95,sig,,new
20138,"Аккумулятор Delta HRL 12-26 X (AGM, 26Ah)",,КА-00001894,,Аккумуляторная батарея Delta HRL 12-26 Х (12V 28Ah),DELTAHRL1226,yes,0.6,sig+brand+generic,КА-00001894,agree
20139,"Аккумулятор Delta HRL 12-33 X (AGM, 33Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ
20140,"Аккумулятор Delta HRL 12-45 X (AGM, 45Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ
20141,"Аккумулятор Delta HRL 12-55 X (AGM, 55Ah)",,КА-00005563,,Аккумулятор Delta HRL 12-55 X(12V 55A)/ Китай,DELTAHRL1255,yes,0.95,sig+brand,КА-00005563,agree
20142,"Аккумулятор Delta HRL 12-65 X (AGM, 65Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ
20143,"Аккумулятор Delta HRL 12-75 X (AGM, 75Ah)",,КА-00004758,,"Аккумуляторная батарея Delta HRL 12-75 X, OURTO1R / Вьетнам /",DELTAHRL1275,yes,0.95,sig+brand,КА-00004758,agree
20144,"Аккумулятор Delta HRL 12-80 X (AGM, 80Ah)",,ФР-00000273,HRL12-80,Аккумуляторныя батарея Delta HRL12-80,DELTAHRL1280,yes,0.95,sig+brand,ФР-00000273,agree
20145,"Аккумулятор Delta HRL 12-90 X (AGM, 90Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ
20146,"Аккумулятор Delta HRL 12-100 X (AGM, 100Ah)",,КА-00006757,,Аккумуляторная батарея Delta FTS 12-100 X /Китай/,12100X,yes,0.95,sig+brand,КА-00000259,differ
20147,"Аккумулятор Delta HRL 12-140 X (AGM, 140Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12140,yes,0.95,sig+brand,КА-00000423,agree
20148,"Аккумулятор Delta FT 12-50 M (AGM, 50Ah)",,КА-00001863,,Аккумуляторная батарея Delta FT 12-50 M,DELTAFT1250,yes,0.95,sig+brand,КА-00001863,agree
20149,"Аккумулятор Delta FT 12-100 M (AGM, 100Ah)",,КА-00004962,,Аккумуляторная батарея Delta FT 12-100 M /Китай,DELTAFT12100,yes,0.95,sig+brand,КА-00004962,agree
20150,"Аккумулятор Delta FT 12-105 M (AGM, 105Ah)",,КА-00001863,,Аккумуляторная батарея Delta FT 12-50 M,DELTAFT12,yes,0.6,sig+brand+generic,КА-00002602,differ
20151,"Аккумулятор Delta FT 12-125 M (AGM, 125Ah)",,КА-00002317,,Аккумулятор Delta FT 12-125 M,DELTAFT12125,yes,0.95,sig+brand,КА-00002317,agree
20152,"Аккумулятор Delta FT 12-150 M (AGM, 150Ah)",,КА-00001863,,Аккумуляторная батарея Delta FT 12-50 M,DELTAFT12,yes,0.6,sig+brand+generic,КА-00001614,differ
20153,"Аккумулятор Delta FT 12-180 M (AGM, 180Ah)",,КА-00001863,,Аккумуляторная батарея Delta FT 12-50 M,DELTAFT12,yes,0.6,sig+brand+generic,КА-00001614,differ
20156,"Аккумулятор Delta XPERT HRL 12-670 W (AGM, 150Ah)",,КА-00004981,,"Аккумуляторня батарея Delta HRL 12-670W, DKW0839 /Вьетнам/",HRL12670W,yes,0.95,sig+brand,КА-00000259,differ
20159,"Аккумулятор Delta XPERT HRL 12-480 W (AGM, 100Ah)",,КА-00002769,,Аккумуляторная батарея Delta HRL 12-480 W,HRL12480W,yes,0.95,sig+brand,КА-00002769,agree
20161,"Аккумулятор Delta XPERT HRL 12-350 W (AGM, 75Ah)",,КА-00001618,,Аккумуляторная батарея HRL12-350W Delta-12V 75Ah,HRL12350W,no,0.85,sig,КА-00000259,differ
20162,"Аккумулятор Delta XPERT HRL 12-170W (AGM, 33Ah)",,КА-00005871,,Аккумуляторная батарея Delta HRL 12-170W /Вьетнам/,HRL12170W,yes,0.95,sig+brand,КА-00005871,agree
20164,"Аккумулятор Delta XPERT HRL 12-650 W (AGM, 150Ah)",,КА-00004972,,Аккумулятор Ventura HRL 12650W,HRL12650W,no,0.85,sig,КА-00000259,differ
20170,"Аккумулятор Delta XPERT HRL 12-260W (AGM, 55Ah)",,КА-00005338,,Аккумуляторная батарея HRL 12-260W (VENTURA) /Вьетнам/,HRL12260W,no,0.85,sig,КА-00000259,differ
20171,"Аккумулятор Delta XPERT HRL 12-211 W (AGM, 45Ah)",,КА-00002073,,"Аккумуляторная батарея Delta HRL 12-211 W , 88QMH51 /Вьетнам/",HRL12211W,yes,0.95,sig+brand,КА-00002073,agree
20172,"Аккумулятор Delta XPERT HRL 12-155 W (AGM, 28Ah)",,КА-00003302,,Аккумуляторная батарея HRL 12-155 W (12V28Ah),HRL12155W,no,0.85,sig,КА-00000259,differ
20173,"Аккумулятор Delta XPERT FTS 12-50 X (AGM, 50Ah)",,КА-00006758,,Аккумуляторная батарея Delta FTS 12-50 X /Китай/,FTS1250X,yes,0.95,sig+brand,КА-00006758,agree
20175,"Аккумулятор Delta XPERT FTS 12-100 X (AGM, 100Ah)",,КА-00006757,,Аккумуляторная батарея Delta FTS 12-100 X /Китай/,FTS12100X,yes,0.95,sig+brand,КА-00006757,agree
20176,"Аккумулятор Delta XPERT FTS 12-105 X (AGM, 105Ah)",,КА-00005743,,Аккумуляторная батарея Delta FTS 12-105 X /Китай/,FTS12105X,yes,0.95,sig+brand,КА-00005743,agree
20179,"Аккумулятор Delta XPERT FTS 12-150 X (AGM, 150Ah)",,КА-00007126,,Аккумуляторная батарея Delta FTS 12-150 X,FTS12150X,yes,0.95,sig+brand,КА-00007126,agree
20180,"Аккумулятор Delta XPERT FTS 12-180 X (AGM, 180Ah)",,КА-00005187,,"Аккумуляторная батарея Delta FTS 12-180 X, QHI3MS8 /Вьетнам/",FTS12180X,yes,0.95,sig+brand,КА-00005119,differ
20186,"Аккумулятор Delta XPERT STC 500 (AGM, 500Ah)",,КА-00003297,,"Аккумулятор Delta STC 500, 2V 500Ah",STC500,yes,0.95,sig+brand,КА-00003297,agree
20191,"Аккумулятор Delta XPERT STC 2000 (AGM, 2000Ah)",4622,КА-00005467,,Аккумулятор Cameron Sino Ni-MH CS-RBS950BL 7.2V 2000Ah /Китай/,2000AH,no,0.85,sig,,new
23791,"Внешний батарейный блок APC SURT192XLBP (AGM, 10Ah)",20089,КА-00005708,,"Внешний батарейный блок APC SRT192BP2 (AGM, 10Ah)",AGM10AH,no,0.85,sig,,new
23793,"Внешний батарейный блок APC SRT192RMBP2 (AGM, 10Ah)",20089,КА-00005708,,"Внешний батарейный блок APC SRT192BP2 (AGM, 10Ah)",AGM10AH,no,0.85,sig,,new
23799,"Аккумулятор APC RBC23 (AGM, 7Ah)",,КА-00005164,,Аккумулятор свинцовый APC RBC23 /Китай/,APCRBC23,yes,0.95,sig+brand,КА-00005164,agree
23803,"Аккумулятор APC APCRBC152 (AGM, 48V, 36Ah)",,КА-00003238,,Аккумулятор свинцовый APCRBC152 (48В/36 А·ч),APCRBC152,yes,0.95,sig+brand,КА-00003238,agree
23808,"Внешний батарейный блок APC SRT192RMBP (AGM, 10Ah)",20089,КА-00005708,,"Внешний батарейный блок APC SRT192BP2 (AGM, 10Ah)",AGM10AH,no,0.85,sig,,new
23809,"Внешний батарейный блок APC SURT192RMXLBP (AGM, 11Ah)",,КА-00006114,,Аккумулятор свинцо-кислотный APC SURT192RMXLBP-CH /Китай/,APCSURT192RMXLBP,no,0.95,sig,КА-00006114,agree
23810,"Внешний батарейный блок APC SMX120RMBP2U (AGM, 10Ah)",20089,КА-00005708,,"Внешний батарейный блок APC SRT192BP2 (AGM, 10Ah)",AGM10AH,no,0.85,sig,,new
23815,"Внешний батарейный блок APC SRT192BP2 (AGM, 10Ah)",,КА-00005708,,"Внешний батарейный блок APC SRT192BP2 (AGM, 10Ah)",БЛОКAPCSRT192BP2,yes,0.95,sig+brand,КА-00005708,agree
23818,"Аккумулятор APCRBC141 для ИБП APC (GEL, 5Ah)",,КА-00003237,,Аккумулятор свинцовый APCRBC141 (12В/5 Ач),APCRBC141,yes,0.6,sig+brand+generic,КА-00003237,agree
23840,"Внешний батарейный блок APC SMX120BP (AGM, 5Ah)",20089,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new
23938,"Аккумулятор Keheng Battery KH-ES-4850R1 (LiFePO4, 50Ah, 51.2V)",23937,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new
23939,"Аккумулятор Keheng Battery KH-ES-4850R2 (LiFePO4, 50Ah, 51.2V)",23937,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new
23940,"Аккумулятор Keheng Battery KH-ES-48100R1 (LiFePO4, 100Ah, 51.2V)",23937,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new
23941,"Аккумулятор Keheng Battery KH-ES-48200R1 (LiFePO4, 200Ah, 51.2V)",23937,КА-00005276,,Аккумулятор LiFePO4 200Ah TBB Power M12-200/H,LIFEPO4200AH,no,0.95,sig,КА-00005276,agree
23943,"Аккумулятор Deye SE-G5.1PRO (LiFePO4, 100Ah, 51.2V)",23942,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new
23944,"Аккумулятор PCEnersys 4850 (LiFePO4, 100Ah, 48V)",23945,КА-00000063,,"Аккумулятор Lifepo4 IFR18650 3,7V 1500mah (Китай)",LIFEPO4,no,0.6,sig+generic,,new
24445,"Аккумулятор Contact GPL 12-40 (AGM, 40Ah)",,КА-00001392,,"Аккумулятор CONTACT GPL 12-40 (12V/40Ah),ВЬЕТНАМ",CONTACTGPL1240,yes,0.95,sig+brand,КА-00000316,differ
24446,"Аккумулятор Contact GPL 12-26 (AGM, 26Ah)",,КА-00001852,,"Аккумулятор CONTACT GPL 12-26 (12V/26Ah) ,Вьетнам",CONTACTGPL1226,yes,0.95,sig+brand,КА-00000317,differ
24447,"Аккумулятор Contact GP 12-18 (AGM, 18Ah)",,КА-00002368,П1.3.52.24.,"Аккумулятор CONTACT GP 12-18 (12V/18Ah), ВЬЕТНАМ",CONTACTGP1218,yes,0.95,sig+brand,КА-00000141,differ
24448,"Аккумулятор Contact GP 12-12 (AGM, 12Ah)",,КА-00001379,О4.2.52.24.,"Аккумулятор CONTACT GP 12-7 F1 (12V/7Ah),ВЬЕТНАМ",CONTACTGP12,yes,0.6,sig+brand+generic,КА-00000141,differ
24449,"Аккумулятор Contact GP 12-7 (AGM, 7Ah)",,КА-00001379,О4.2.52.24.,"Аккумулятор CONTACT GP 12-7 F1 (12V/7Ah),ВЬЕТНАМ",CONTACTGP127,yes,0.95,sig+brand,КА-00000302,differ
24450,"Аккумулятор Contact КТ 12-40 (AGM, 40Ah)",24444,КА-00000316,,Аккумуляторная батарея GPL 12-40 AGM/CONTACT/Вьетнам/,1240AGM,no,0.85,sig,,new
24451,"Аккумулятор Contact КТ 12-7 (AGM, 7Ah)",24444,КА-00000302,,Аккумулятор GP 12-7 AGM/CONTACT  /Вьетнам/,127AGM,no,0.6,sig+generic,,new
24518,"Аккумулятор EnerSys Cyclon E Cell (AGM, 8 Ah, 2V)",,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,yes,0.95,sig+brand,КА-00005195,differ
24519,"Аккумулятор EnerSys Cyclon DT Cell (AGM, 4.5 Ah, 2V)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00005195,differ
24520,"Аккумулятор EnerSys Cyclon 0800-F2W (AGM, 5Ah, 4V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24521,"Аккумулятор EnerSys Cyclon 0800-0009 (AGM, 5Ah, 4V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24522,"Аккумулятор EnerSys Cyclon 0800-0010 (AGM, 5Ah, 4V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24524,"Аккумулятор EnerSys Cyclon 0800-0011 (AGM, 5Ah, 6V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24525,"Аккумулятор EnerSys Cyclon 0800-0071 (AGM, 5Ah, 6V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24528,"Аккумулятор EnerSys Cyclon 0800-0102 (AGM, 5Ah, 6V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24529,"Аккумулятор EnerSys Cyclon 0800-0103 (AGM, 5Ah, 6V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24533,"Аккумулятор EnerSys Cyclon 0850-0102 (AGM, 8Ah, 6V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new
24534,"Аккумулятор EnerSys Cyclon 0850-0103 (AGM, 8Ah, 6V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new
24535,"Аккумулятор EnerSys Cyclon 0860-0102 (AGM, 4.5Ah, 6V)",4629,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new
24536,"Аккумулятор EnerSys Cyclon 0860-0103 (AGM, 4.5Ah, 6V)",4629,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
24537,"Аккумулятор EnerSys Cyclon 0800-0104 (AGM, 5Ah, 8V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24538,"Аккумулятор EnerSys Cyclon 0800-0105 (AGM, 5Ah, 8V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24541,"Аккумулятор EnerSys Cyclon 0800-0008 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24542,"Аккумулятор EnerSys Cyclon 0800-0016 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24543,"Аккумулятор EnerSys Cyclon 0800-0047 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24544,"Аккумулятор EnerSys Cyclon 0800-0072 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24545,"Аккумулятор EnerSys Cyclon 0800-0108 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24546,"Аккумулятор EnerSys Cyclon 0800-0109 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24549,"Аккумулятор EnerSys Cyclon 0800-0114 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24550,"Аккумулятор EnerSys Cyclon 0800-0115 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24551,"Аккумулятор EnerSys Cyclon 0810-0008 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new
24552,"Аккумулятор EnerSys Cyclon 0810-0016 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new
24553,"Аккумулятор EnerSys Cyclon 0810-0067 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new
24554,"Аккумулятор EnerSys Cyclon 0810-0075 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new
24555,"Аккумулятор EnerSys Cyclon 0810-0108 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new
24556,"Аккумулятор EnerSys Cyclon 0800-0109 (AGM, 2.5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24557,"Аккумулятор EnerSys Cyclon 0800-0114 (AGM, 2.5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24558,"Аккумулятор EnerSys Cyclon 0800-0115 (AGM, 2.5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree
24560,"Аккумулятор EnerSys Cyclon 0850-0108 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new
24561,"Аккумулятор EnerSys Cyclon 0850-0109 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new
24562,"Аккумулятор EnerSys Cyclon 0850-0114 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new
24563,"Аккумулятор EnerSys Cyclon 0850-0115 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new
24564,"Аккумулятор EnerSys Cyclon 0860-0108 (AGM, 4.5Ah, 12V)",4629,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
24565,"Аккумулятор EnerSys Cyclon 0860-0109 (AGM, 4.5Ah, 12V)",4629,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree
