Bitrix ID раздела,Родитель ID,Название,Путь на сайте,Ссылка на сайт,🟥 1С-группа (заполнить)
751,482,Righton,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/righton,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/righton/,
772,482,SaverOne,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/saverone,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/saverone/,
773,482,Schiller,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/schiller,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/schiller/,
753,482,Shenke,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/shenke,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/shenke/,
754,482,Siemens,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/siemens,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/siemens/,
755,482,Smiths,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/smiths,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/smiths/,
756,482,Soehnle,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/soehnle,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/soehnle/,
757,482,Solaris,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/solaris,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/solaris/,
758,482,SonoSite,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/sonosite,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/sonosite/,
759,482,SpectraScan,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/spectrascan,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/spectrascan/,
760,482,Spring,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/spring,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/spring/,
761,482,Terumo,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/terumo,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/terumo/,
762,482,Theradome,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/theradome,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/theradome/,
763,482,Thermo Scientific,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/thermo-scientific,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/thermo-scientific/,
681,482,Toitu,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/toitu,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/toitu/,
764,482,Trismed,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/trismed,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/trismed/,
765,482,Verathon,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/verathon,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/verathon/,
766,482,Vocera,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/vocera,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/vocera/,
767,482,Weinmann,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/weinmann,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/weinmann/,
768,482,Welch-Allyn,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/welch-allyn,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/welch-allyn/,
769,482,Zimmer,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/zimmer,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/zimmer/,
770,482,ZOLL,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/zoll,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/zoll/,
771,482,Zondan,akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/zondan,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-meditsinskoy-tekhniki/zondan/,
488,427,Для пультов управления,akkumulyatory/promyshlennye/dlya-pultov-upravleniya,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-pultov-upravleniya/,
835,427,Для сигнализаций,akkumulyatory/promyshlennye/dlya-signalizatsiy,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-signalizatsiy/,
484,427,Для сканеров штрих-кодов и терминалов,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/,
774,484,Ascom,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/ascom,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/ascom/,
775,484,Bearcat,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/bearcat,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/bearcat/,
776,484,Bitel,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/bitel,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/bitel/,
777,484,Bluebird,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/bluebird,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/bluebird/,
778,484,Casio,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/casio,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/casio/,
779,484,Castles,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/castles,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/castles/,
780,484,Cino,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/cino,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/cino/,
781,484,CipherLab,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/cipherlab,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/cipherlab/,
782,484,Datalogic,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/datalogic,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/datalogic/,
783,484,Dejavoo,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/dejavoo,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/dejavoo/,
784,484,Denso,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/denso,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/denso/,
785,484,Falcon,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/falcon,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/falcon/,
786,484,FirstData,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/firstdata,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/firstdata/,
787,484,Getac,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/getac,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/getac/,
788,484,Handheld,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/handheld,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/handheld/,
789,484,Honeywell,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/honeywell,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/honeywell/,
790,484,Hypercom,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/hypercom,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/hypercom/,
791,484,ICOM,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/icom,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/icom/,
792,484,Ingenico,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/ingenico,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/ingenico/,
793,484,Intermec,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/intermec,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/intermec/,
794,484,Keyence,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/keyence,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/keyence/,
795,484,Koamtac,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/koamtac,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/koamtac/,
796,484,Leica,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/leica,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/leica/,
797,484,LXE,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/lxe,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/lxe/,
798,484,M3 Mobile,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/m3-mobile,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/m3-mobile/,
799,484,Metrologic,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/metrologic,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/metrologic/,
800,484,Motorola,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/motorola,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/motorola/,
801,484,NCR,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/ncr,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/ncr/,
802,484,Newland,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/newland,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/newland/,
803,484,Newpos,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/newpos,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/newpos/,
804,484,Opticon,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/opticon,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/opticon/,
805,484,Panasonic,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/panasonic,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/panasonic/,
806,484,Pax,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/pax,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/pax/,
807,484,Point Mobile,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/point-mobile,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/point-mobile/,
808,484,Proton,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/proton,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/proton/,
809,484,Proxibus,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/proxibus,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/proxibus/,
810,484,Psion,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/psion,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/psion/,
811,484,Radiotec,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/radiotec,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/radiotec/,
812,484,Sagem,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/sagem,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/sagem/,
813,484,Senter,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/senter,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/senter/,
815,484,Sunmi,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/sunmi,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/sunmi/,
816,484,Symbol,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/symbol,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/symbol/,
817,484,Teklogix,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/tellogix,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/tellogix/,
818,484,Unitech,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/unitech,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/unitech/,
819,484,Urovo,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/urovo,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/urovo/,
820,484,VeriFone,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/verifone,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/verifone/,
821,484,Vocollect,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/vocollect,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/vocollect/,
822,484,Zebra,akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/zebra,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-skanerov-shtrikh-kodov-i-terminalov/zebra/,
908,427,Для телекоммуникаций,akkumulyatory/promyshlennye/dlya-telekommunikatsiy,https://microchips.by/catalog/akkumulyatory/promyshlennye/dlya-telekommunikatsiy/,
416,427,Железо-никелевые,akkumulyatory/promyshlennye/zhelezo-nikelevye,https://microchips.by/catalog/akkumulyatory/promyshlennye/zhelezo-nikelevye/,
425,489,Источники бесперебойного питания,istochniki-pitaniya/ibp,https://microchips.by/catalog/istochniki-pitaniya/ibp/,
1125,1091,Для ИБП,akkumulyatory/dlya_ibp9002,https://microchips.by/catalog/akkumulyatory/dlya_ibp9002/,
1123,1091,Промышленные аккумуляторы,akkumulyatory/promyshlennye7593,https://microchips.by/catalog/akkumulyatory/promyshlennye7593/,
1135,1090,Источники бесперебойного питания,istochniki-pitaniya/ibp483,https://microchips.by/catalog/istochniki-pitaniya/ibp483/,
