product_external_id,from_category_external_id,to_category_external_id
bitrix:25008,seo:chargers,seo:power-supplies
bitrix:25009,seo:chargers,seo:power-supplies
bitrix:25011,seo:chargers,seo:power-supplies
bitrix:25012,seo:chargers,seo:power-supplies
bitrix:25014,seo:chargers,seo:power-supplies
bitrix:25015,seo:chargers,seo:power-supplies
