product_external_id,category_external_id
КА-00001752,seo:batteries-ups
КА-00002695,seo:batteries-ups
ФР-00000030,seo:batteries-ups
ФР-00000031,seo:batteries-ups
ФР-00000147,seo:batteries-ups
ФР-00000162,seo:batteries-ups
ФР-00000233,seo:batteries-ups
ФР-00000243,seo:batteries-ups
ФР-00000946,seo:batteries-ups
