Bitrix ID,Название сайта,Бренд,1С-код,1С-Артикул,1С-Наименование,signature,brand_ok,confidence,method,1С-код(было Cursor),сравнение,exclusion_reasons,selection_rule_version
742,"Аккумулятор EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",CELLAGM5AH,yes,0.95,sig+brand,КА-00005195,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1191,"Аккумулятор Robiton VRLA4-3 (AGM, 3Ah)",,ФР-00000662,A3,"Аккумулятор ROBITON VRLA 4-3(4V 3Ah), страна изг-ль Китай, из России",ROBITONVRLA43,yes,0.6,sig+brand+generic,ФР-00000662,agree,confidence_not_0_95;generic_match_method,rb-1c-review-v1
1398,"Аккумулятор Delta DTM 12008 (AGM, 0.8Ah)",,КА-00001149,О1.2.52.29.,Аккумуляторная батарея Delta DTM12008 05M4421 /Китай/,DELTADTM12008,yes,0.6,sig+brand+generic,КА-00001149,agree,confidence_not_0_95;generic_match_method,rb-1c-review-v1
1403,"Аккумулятор Delta DTM 12012 (AGM, 1.2Ah)",,КА-00002072,П2.1.52.29.,"Аккумуляторная батарея DTM 12012 Delta, WWQI8CH /Вьетнам/",DTM12012,yes,0.6,sig+brand+generic,КА-00002072,agree,confidence_not_0_95;generic_match_method,rb-1c-review-v1
1412,"Аккумулятор MNB MS 1.3-12 F1 (AGM, 1.3Ah)",,ФР-00001351,,"Аккумулятор MHB MS 1.3-12, Китай",MS1312,no,0.85,sig,ФР-00001351,agree,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
1416,"Аккумулятор Ventura GP 6-1.3 (AGM, 1.3Ah)",4687,КА-00002376,О2.1.,Аккумулятор Ventura GP 6-4.5 (6V/4.5Ah),VENTURAGP6,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1420,"Аккумулятор Delta DTM 12100 L (AGM, 100Ah)",,КА-00002549,,"Аккумуляторная батарея Delta DTM 12100 L, страна происхождения товара Вьетнам, страна ввоза Россия",DELTADTM12100L,yes,0.95,sig+brand,КА-00003843,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1421,"Аккумулятор Delta FTS 12-100X (AGM, 100Ah)",,КА-00006757,,Аккумуляторная батарея Delta FTS 12-100 X /Китай/,FTS12100X,yes,0.95,sig+brand,КА-00005119,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1422,"Аккумулятор Delta HRL 12-100 (AGM, 100Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1423,"Аккумулятор Delta HRL 12-470W (AGM, 100Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1429,"Аккумулятор Fiamm 12FGL100 (AGM, 100Ah)",4634,КА-00007132,,Аккумулятор свинцово-кислотный Fiamm12FGL100 12V100AH /Китай/,FIAMM12FGL100,no,0.95,sig,КА-00007132,agree,brand_not_confirmed,rb-1c-review-v1
1436,"Аккумулятор Ventura FT 12-100 для ИБП (GEL, 100Ah)",,КА-00002967,,"Аккумулятор Ventura FT 12-100, Китай",VENTURAFT12100,yes,0.6,sig+brand+generic,КА-00002967,agree,confidence_not_0_95;generic_match_method,rb-1c-review-v1
1437,"Аккумулятор Ventura GP 12-100 (AGM, 100Ah)",,КА-00001751,,"Аккумулятор Ventura GP 12-12 (12V12Ah),ВЬЕТНАМ",VENTURAGP12,yes,0.6,sig+brand+generic,КА-00000318,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1440,"Аккумулятор Delta FTS 12-105 (AGM, 105Ah)",,КА-00005743,,Аккумуляторная батарея Delta FTS 12-105 X /Китай/,DELTAFTS12105,yes,0.95,sig+brand,КА-00005743,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1442,"Аккумулятор Delta CT 1210 (AGM, 10Ah)",,КА-00004144,,Аккумуляторная батарея Delta CT 1210.1,DELTACT1210,yes,0.95,sig+brand,КА-00004144,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1443,"Аккумулятор Ventura HR 1251W (AGM, 10Ah)",4687,КА-00005708,,"Внешний батарейный блок APC SRT192BP2 (AGM, 10Ah)",AGM10AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1446,"Аккумулятор Delta CT 1210.1 (AGM, 10Ah)",,КА-00004144,,Аккумуляторная батарея Delta CT 1210.1,DELTACT12101,yes,0.95,sig+brand,КА-00004144,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1453,"Аккумулятор Delta CT 1205.1 (AGM, 5Ah)",4622,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1454,"Аккумулятор Delta CT 1207.1 (AGM, 7Ah)",,ФР-00000859,,CT 1207 Delta Аккумуляторная батарея,CT1207,yes,0.95,sig+brand,ФР-00000859,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1455,"Аккумулятор Delta CT 1207.2 (AGM, 7Ah)",,ФР-00000859,,CT 1207 Delta Аккумуляторная батарея,CT1207,yes,0.95,sig+brand,ФР-00000859,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1459,"Аккумулятор Delta DTM 12120 L (AGM, 120Ah)",,КА-00003648,,"Аккумуляторная батарея DTM 12120 l Delta, DUASI4X /Китай/",DTM12120L,yes,0.6,sig+brand+generic,КА-00000260,differ,confidence_not_0_95;generic_match_method,rb-1c-review-v1
1460,"Аккумулятор Delta HRL 12-560W (AGM, 120Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1466,"Аккумулятор Ventura GPL 12-120 (AGM, 120Ah)",,КА-00003294,,Аккумуляторная батарея Ventura GPL 12-120,VENTURAGPL12120,yes,0.95,sig+brand,КА-00003294,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1467,"Аккумулятор Ventura GPL 12-120 для ИБП (GEL, 120Ah)",,КА-00003294,,Аккумуляторная батарея Ventura GPL 12-120,VENTURAGPL12120,yes,0.95,sig+brand,КА-00003294,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1468,"Аккумулятор Delta FTS 12-125 (AGM, 125Ah)",,КА-00005119,,Аккумуляторная батарея DELTA FTS 12-180 (12A/180Аh),DELTAFTS12,yes,0.6,sig+brand+generic,КА-00005119,agree,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1471,"Аккумулятор Ventura FT 12-125 для ИБП (GEL, 125Ah)",,КА-00001864,,"Аккумулятор Ventura  FT12-50 (12V50Ah),Китай",VENTURAFT12,yes,0.6,sig+brand+generic,КА-00001864,agree,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1474,"Аккумулятор Delta CT 1212 (AGM, 12Ah)",4622,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",1212AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1477,"Аккумулятор Delta DTM 1212 (AGM, 12Ah)",,КА-00002536,О2.3.52.29.,"Аккумуляторная батарея DTM 1212 Delta, RBNSECZ /Китай/",DTM1212,yes,0.6,sig+brand+generic,КА-00002536,agree,confidence_not_0_95;generic_match_method,rb-1c-review-v1
1479,"Аккумулятор Delta HR 12-12 (AGM, 12Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR1212,yes,0.95,sig+brand,КА-00001615,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1480,"Аккумулятор Delta HR 12-51W (AGM, 12Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000258,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1481,"Аккумулятор Delta HR 6-12 (AGM, 12Ah)",,КА-00001895,,"Аккумуляторная батарея Delta HR 6-12 6В, 12Ач Страна ввоза: РФ.",DELTAHR612,yes,0.95,sig+brand,КА-00001895,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1482,"Аккумулятор Delta HRL 12-12 (AGM, 12Ah)",,КА-00001251,,Аккумуляторная батарея Delta HRL 12-12 X /Вьетнам/,DELTAHRL1212,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1489,"Аккумулятор MNB MS 12-12 F2 (AGM, 12Ah)",,ФР-00002278,,"Аккумулятор MHB MS 12-12, страна происхождения-Китай",MS1212,no,0.85,sig,ФР-00002278,agree,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
1493,"Аккумулятор Ventura GP 12-12 (AGM, 12Ah)",,КА-00003669,,"Аккумулятор Ventura GP 12-12/AGM, ВЬЕТНАМ",GP1212AGM,yes,0.95,sig+brand,КА-00001751,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1496,"Аккумулятор Delta HRL 12-600W (AGM, 134Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1498,"Аккумулятор Delta FTS 12-140 (AGM, 140Ah)",,КА-00005119,,Аккумуляторная батарея DELTA FTS 12-180 (12A/180Аh),DELTAFTS12,yes,0.6,sig+brand+generic,КА-00005119,agree,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1499,"Аккумулятор Delta HRL 12-140 (AGM, 140Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12140,yes,0.95,sig+brand,КА-00000423,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1505,"Аккумулятор Delta FTS 12-150 (AGM, 150Ah)",,КА-00007126,,Аккумуляторная батарея Delta FTS 12-150 X,DELTAFTS12150,yes,0.95,sig+brand,КА-00007126,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1506,"Аккумулятор Delta HRL 12-650W (AGM, 150Ah)",,КА-00004972,,Аккумулятор Ventura HRL 12650W,HRL12650W,yes,0.95,sig+brand,КА-00000259,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1522,"Аккумулятор Ventura HRL 12650W (AGM, 160Ah)",,КА-00004972,,Аккумулятор Ventura HRL 12650W,VENTURAHRL12650W,yes,0.95,sig+brand,КА-00004972,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1526,"Аккумулятор B.B. Battery BC 17-12 (AGM, 17Ah)",,КА-00001380,О2.3.52.18.,"Аккумулятор BB battery BC 17-12 B1 (12V/17Ah),КИТАЙ",BATTERYBC1712,yes,0.95,sig+brand,КА-00001380,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1529,"Аккумулятор MNB MS 17-12 B1 (AGM, 17Ah)",4656,КА-00001380,О2.3.52.18.,"Аккумулятор BB battery BC 17-12 B1 (12V/17Ah),КИТАЙ",1712B1,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1530,"Аккумулятор Delta FT 12-180 (AGM, 180Ah)",,КА-00001863,,Аккумуляторная батарея Delta FT 12-50 M,DELTAFT12,yes,0.6,sig+brand+generic,КА-00001614,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1531,"Аккумулятор Delta HRL 12-180 (AGM, 180Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1535,"Аккумулятор Ventura FT 12-180 для ИБП (GEL, 180Ah)",,КА-00001864,,"Аккумулятор Ventura  FT12-50 (12V50Ah),Китай",VENTURAFT12,yes,0.6,sig+brand+generic,КА-00001864,agree,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1537,"Аккумулятор Delta CT 1218 (AGM, 18Ah)",4622,КА-00000141,,Аккумуляторная батарея GP 12-18 AGM/CONTACT /Вьетнам/,1218AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1538,"Аккумулятор Delta DT 1218 (AGM, 18Ah)",,КА-00001343,П1.1.52.29.,"Аккумуляторная батарея Delta DT1218 Delta,ACQ21FG /Китай/",DELTADT1218,yes,0.6,sig+brand+generic,ФР-00000042,differ,confidence_not_0_95;generic_match_method,rb-1c-review-v1
1539,"Аккумулятор Delta HR 12-18 (AGM, 18Ah)",,КА-00001615,,"Аккумулятор Delta HR 12-12 12V 12Ah произ-во: Вьетнам, ввоз: Россия",DELTAHR12,yes,0.6,sig+brand+generic,КА-00000341,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1540,"Аккумулятор Delta HRL 12-18 (AGM, 18Ah)",,КА-00002622,Р3.1.52.29.,"Аккумуляторная батарея Delta HRL 12-18 X, T6IU3C8 /Китай/",DELTAHRL1218,yes,0.6,sig+brand+generic,КА-00002622,agree,confidence_not_0_95;generic_match_method,rb-1c-review-v1
1543,"Аккумулятор Minamoto MB12180 (12V, 18Ah)",4655,КА-00001363,О4.1.52.73.,"Аккумуляторная батарея Ventura GPL 12-18 (12V/18Ah), ВЬЕТНАМ",12V18AH,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method,rb-1c-review-v1
1545,"Аккумулятор Ventura GP 12-18 (AGM, 18Ah)",,КА-00003579,,"Аккумулятор Ventura GPL 12-18/AGM, ВЬЕТНАМ",1218AGM,yes,0.95,sig+brand,КА-00000318,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1547,"Аккумулятор Casil CA 1222 (AGM, 2.2Ah)",4618,КА-00005066,,"Аккумулятор Ventura GPL 12-22/AGM, ВЬЕТНАМ",1222AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
1551,"Аккумулятор MNB MS 2.3-12 F1 (AGM, 2.3Ah)",,КА-00003312,О1.3.,"Аккумулятор MHB MS 2.3-12, Китай",MS2312,no,0.85,sig,КА-00003312,agree,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
1557,"Аккумулятор Ventura GP 6-2.8 (AGM, 2.8Ah)",4687,КА-00002376,О2.1.,Аккумулятор Ventura GP 6-4.5 (6V/4.5Ah),VENTURAGP6,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1559,"Аккумулятор Delta DTM 12200 L (AGM, 200Ah)",,КА-00001964,,"Аккумуляторная батарея Delta DTM 12200 L (12V,200A)/ Китай",DELTADTM12200L,yes,0.95,sig+brand,КА-00001964,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1560,"Аккумулятор Delta HRL 12-890W (AGM, 200Ah)",,КА-00000423,,Аккумуляторная батарея Delta HRL 12-140 Х /Вьетнам/,DELTAHRL12,yes,0.6,sig+brand+generic,КА-00000259,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1568,"Аккумулятор Ventura HR 1290W (AGM, 21Ah)",,КА-00005320,,"Аккумулятор Ventura HR 1290W (AGM, 21Ah)/ Китай",VENTURAHR1290WAGM,yes,0.95,sig+brand,КА-00005320,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1575,"Аккумулятор Ventura GPL 12-250 (AGM, 250Ah)",,КА-00001362,О4.3.52.73.,"Аккумуляторная батарея Ventura GPL 12-7.2 (12V 7,2Ah) ВЬЕТНАМ",VENTURAGPL12,yes,0.6,sig+brand+generic,КА-00000023,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1577,"Аккумулятор Ventura GP 12-26 (AGM, 26Ah)",,КА-00001751,,"Аккумулятор Ventura GP 12-12 (12V12Ah),ВЬЕТНАМ",VENTURAGP12,yes,0.6,sig+brand+generic,КА-00000318,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1592,"Аккумулятор Ventura GPL 12-33 (AGM, 33Ah)",,КА-00001362,О4.3.52.73.,"Аккумуляторная батарея Ventura GPL 12-7.2 (12V 7,2Ah) ВЬЕТНАМ",VENTURAGPL12,yes,0.6,sig+brand+generic,КА-00000023,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1593,"Аккумулятор B.B. Battery BPS 40-12 (AGM, 40Ah)",,КА-00003244,,"Аккумулятор BPS 40-12 I2 (BB Battery), КИТАЙ",BPS4012,no,0.85,sig,КА-00003244,agree,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
1600,"Аккумулятор Casil CA 1245 (AGM, 4.5Ah)",4618,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",1245AGM45AH,no,0.95,sig,КА-00003890,agree,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1601,"Аккумулятор Casil CA 645 (AGM, 4.5Ah)",4618,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1602,"Аккумулятор Panasonic LC-R064R5P (AGM, 4.5Ah)",4664,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1604,"Аккумулятор Robiton VRLA12-4.5 (AGM, 4.5Ah)",4670,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1605,"Аккумулятор Robiton VRLA6-4.5 (AGM, 4.5Ah)",4670,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1606,"Аккумулятор Ventura GP 12-4.5 (AGM, 4.5Ah)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",1245AGM,yes,0.95,sig+brand,КА-00000318,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1607,"Аккумулятор Ventura GP 6-4.5 (AGM, 4.5Ah)",,КА-00002376,О2.1.,Аккумулятор Ventura GP 6-4.5 (6V/4.5Ah),VENTURAGP64,yes,0.95,sig+brand,КА-00002376,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1609,"Аккумулятор Ventura GP 12-40 (AGM, 40Ah)",,КА-00001751,,"Аккумулятор Ventura GP 12-12 (12V12Ah),ВЬЕТНАМ",VENTURAGP12,yes,0.6,sig+brand+generic,КА-00000318,differ,confidence_not_0_95;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1610,"Аккумулятор Ventura GPL 12-40 (AGM, 40Ah)",,КА-00000316,,Аккумуляторная батарея GPL 12-40 AGM/CONTACT/Вьетнам/,GPL1240AGM,yes,0.95,sig+brand,КА-00002989,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1611,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah)",,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",VENTURAGPL1245,yes,0.95,sig+brand,КА-00003890,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1616,"Аккумулятор Ventura HR 1221W (AGM, 5Ah)",,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,КА-00006957,differ,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1617,"Аккумулятор B.B. Battery HR 5.8-12 (AGM, 5.3Ah)",,КА-00004165,,"Аккумуляторная батарея BB Battery HR 5.8-12, страна ввоза Россия",BATTERYHR58,no,0.95,sig,КА-00004165,agree,brand_not_confirmed,rb-1c-review-v1
1619,"Аккумулятор Ventura FT 12-50 для ИБП (GEL, 50Ah)",,КА-00001864,,"Аккумулятор Ventura  FT12-50 (12V50Ah),Китай",VENTURAFT1250,yes,0.95,sig+brand,КА-00001864,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1621,"Аккумулятор Ventura HR 1224W (AGM, 6Ah)",,КА-00003347,,Аккумуляторная батарея HR-1224W F2 Slim 12V/6Ah,HR1224W,no,0.6,sig+generic,КА-00003347,agree,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1622,"Аккумулятор Ventura HRL 12260W (AGM, 60Ah)",,КА-00005338,,Аккумуляторная батарея HRL 12-260W (VENTURA) /Вьетнам/,HRL12260W,yes,0.95,sig+brand,КА-00005338,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1623,"Аккумулятор Ventura GPL 12-65 (AGM, 65Ah)",,КА-00003736,,"Аккумулятор Ventura GPL 12-65/AGM, ВЬЕТНАМ",GPL1265AGM,yes,0.95,sig+brand,КА-00002990,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1625,"Аккумулятор B.B. Battery BC 7.2-12 (AGM, 7.2Ah)",4613,КА-00001753,О2.3.52.18.,"Аккумулятор BB battery BC 7-12 F2 (12V/7Ah), КИТАЙ",BATTERYBC7,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1629,"Аккумулятор Casil CA 675 (AGM, 7.5Ah)",,ФР-00000471,,"CASIL CA675 6V 7,5Ah Аккумулятор. Пр-во: Китай",CASILCA675,no,0.95,sig,ФР-00000471,agree,brand_not_confirmed,rb-1c-review-v1
1635,"Аккумулятор Ventura HR 1234W (AGM, 8Ah)",4687,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1640,"Аккумулятор B.B. Battery HR 9-12 (AGM, 9Ah)",4613,КА-00003466,,Аккумуляторная батарея Bb battery HR9-6,BATTERYHR9,no,0.95,sig,,new,brand_not_confirmed,rb-1c-review-v1
1643,"Аккумулятор Ventura GP 6-9 (AGM, 9Ah)",4687,КА-00002376,О2.1.,Аккумулятор Ventura GP 6-4.5 (6V/4.5Ah),VENTURAGP6,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1645,"Аккумулятор B.B. Battery BC 7-12 (AGM, 7Ah)",,КА-00001753,О2.3.52.18.,"Аккумулятор BB battery BC 7-12 F2 (12V/7Ah), КИТАЙ",BATTERYBC712,yes,0.95,sig+brand,КА-00000371,differ,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1688,Аккумулятор НК- 80 (без электролита) (ЗАИТ),4705,КА-00006874,,Аккумулятор НК-80 (без электролита),АККУМУЛЯТОРНК80БЕЗ,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1696,"Аккумулятор Fiamm SMG 1200 для ИБП (GEL, 1200Ah)",4634,ФР-00001476,,Клеммник DG306-5.0- 02P-12-00A(H) с проводами Страна ввоза: Гонконг,1200AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed,rb-1c-review-v1
1715,"Аккумулятор Fiamm 2SLA2000 (AGM, 2000Ah)",4634,КА-00005467,,Аккумулятор Cameron Sino Ni-MH CS-RBS950BL 7.2V 2000Ah /Китай/,2000AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1717,"Аккумулятор Sonnenschein Dryfit A602/2200 для ИБП (GEL, OPzV, 2200Ah)",4678,КА-00005139,,Аккумулятор Ni-Mh NNTN8129 7.4V 2200Ah/Китай,2200AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1719,"Аккумулятор Fiamm LM/S 2200 для ИБП (OPzS, 2200Ah)",4634,КА-00005139,,Аккумулятор Ni-Mh NNTN8129 7.4V 2200Ah/Китай,2200AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1725,"Аккумулятор Marathon L2V220 (AGM, 220Ah)",,КА-00004115,,Аккумулятор Marathon L2V220/Китай/,MARATHONL2V220,yes,0.95,sig+brand,КА-00004115,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1726,"Аккумулятор Marathon L 2V220 V0 (AGM, 220Ah)",,КА-00004115,,Аккумулятор Marathon L2V220/Китай/,MARATHONL2V220,yes,0.95,sig+brand,КА-00004115,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
1796,"Аккумулятор CSB HR1221W F2 (AGM, 5Ah)",,КА-00002074,,Аккумулятор CSB HR 1221W F2 (12V/5Ah),CSBHR1221WF2,yes,0.95,sig+brand,КА-00002074,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2261,"Батарея аккумуляторная 10НКГЦ- 0,9 (НИАИ)",4704,КА-00001365,,"Аккумулятор  10НКГЦ - 0,94",10НКГЦ0,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
2264,"Батарея аккумуляторная 10НКГЦ- 1,3-2",4704,КА-00001366,,"Аккумулятор   10НКГЦ - 1,2",10НКГЦ1,no,0.6,sig+generic,,new,confidence_not_0_95;brand_not_confirmed;generic_match_method,rb-1c-review-v1
