Bitrix ID,Название сайта,Бренд,1С-код,1С-Артикул,1С-Наименование,signature,brand_ok,confidence,method,1С-код(было Cursor),сравнение,exclusion_reasons,selection_rule_version
24520,"Аккумулятор EnerSys Cyclon 0800-F2W (AGM, 5Ah, 4V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24521,"Аккумулятор EnerSys Cyclon 0800-0009 (AGM, 5Ah, 4V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24522,"Аккумулятор EnerSys Cyclon 0800-0010 (AGM, 5Ah, 4V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24524,"Аккумулятор EnerSys Cyclon 0800-0011 (AGM, 5Ah, 6V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24525,"Аккумулятор EnerSys Cyclon 0800-0071 (AGM, 5Ah, 6V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24528,"Аккумулятор EnerSys Cyclon 0800-0102 (AGM, 5Ah, 6V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24529,"Аккумулятор EnerSys Cyclon 0800-0103 (AGM, 5Ah, 6V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24533,"Аккумулятор EnerSys Cyclon 0850-0102 (AGM, 8Ah, 6V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24534,"Аккумулятор EnerSys Cyclon 0850-0103 (AGM, 8Ah, 6V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24535,"Аккумулятор EnerSys Cyclon 0860-0102 (AGM, 4.5Ah, 6V)",4629,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24536,"Аккумулятор EnerSys Cyclon 0860-0103 (AGM, 4.5Ah, 6V)",4629,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24537,"Аккумулятор EnerSys Cyclon 0800-0104 (AGM, 5Ah, 8V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24538,"Аккумулятор EnerSys Cyclon 0800-0105 (AGM, 5Ah, 8V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24541,"Аккумулятор EnerSys Cyclon 0800-0008 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24542,"Аккумулятор EnerSys Cyclon 0800-0016 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24543,"Аккумулятор EnerSys Cyclon 0800-0047 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24544,"Аккумулятор EnerSys Cyclon 0800-0072 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24545,"Аккумулятор EnerSys Cyclon 0800-0108 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24546,"Аккумулятор EnerSys Cyclon 0800-0109 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24549,"Аккумулятор EnerSys Cyclon 0800-0114 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24550,"Аккумулятор EnerSys Cyclon 0800-0115 (AGM, 5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24551,"Аккумулятор EnerSys Cyclon 0810-0008 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24552,"Аккумулятор EnerSys Cyclon 0810-0016 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24553,"Аккумулятор EnerSys Cyclon 0810-0067 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24554,"Аккумулятор EnerSys Cyclon 0810-0075 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24555,"Аккумулятор EnerSys Cyclon 0810-0108 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24556,"Аккумулятор EnerSys Cyclon 0800-0109 (AGM, 2.5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24557,"Аккумулятор EnerSys Cyclon 0800-0114 (AGM, 2.5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24558,"Аккумулятор EnerSys Cyclon 0800-0115 (AGM, 2.5Ah, 12V)",,КА-00007113,,Аккумулятор свинцово-кислотный EnerSys Cyclon 0800-0115 12V 5Ah /Китай/,ENERSYSCYCLON0800,yes,0.95,sig+brand,КА-00007113,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24560,"Аккумулятор EnerSys Cyclon 0850-0108 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24561,"Аккумулятор EnerSys Cyclon 0850-0109 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24562,"Аккумулятор EnerSys Cyclon 0850-0114 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24563,"Аккумулятор EnerSys Cyclon 0850-0115 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24564,"Аккумулятор EnerSys Cyclon 0860-0108 (AGM, 4.5Ah, 12V)",4629,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24565,"Аккумулятор EnerSys Cyclon 0860-0109 (AGM, 4.5Ah, 12V)",4629,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24566,"Аккумулятор EnerSys Cyclon 0860-0114 (AGM, 4.5Ah, 12V)",4629,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,КА-00003890,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24567,"Аккумулятор EnerSys Cyclon 0860-0115 (AGM, 4.5Ah, 12V)",4629,КА-00003890,,"Аккумулятор Ventura GPL 12-45 (AGM, 45Ah), ВЬЕТНАМ",AGM45AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24568,"Аккумулятор EnerSys Cyclon Monobloc 0809-0012 (AGM, 5Ah, 6V)",4629,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24569,"Аккумулятор EnerSys Cyclon Monobloc 0809-0020 (AGM, 5Ah, 12V)",4629,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24570,"Аккумулятор EnerSys Cyclon Monobloc 0809-0030 (AGM, 5Ah, 12V)",4629,КА-00005195,,"EnerSys Cyclon X Cell (AGM, 5 Ah, 2V)",AGM5AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24571,"Аккумулятор EnerSys Cyclon Monobloc 0819-0010 (AGM, 2.5Ah, 4V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",0010AGM,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24574,"Аккумулятор EnerSys Cyclon Monobloc 0819-0016 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24576,"Аккумулятор EnerSys Cyclon Monobloc 0819-0020 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24577,"Аккумулятор EnerSys Cyclon Monobloc 0819-0030 (AGM, 2.5Ah, 12V)",4629,КА-00003376,,"Аккумулятор Ventura HRL 12-21 5,5Ah 12V",5AH12V,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24580,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",CYCLONMONOBLOC0859,no,0.95,sig,КА-00005894,agree,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24581,"Аккумулятор EnerSys Cyclon Monobloc 0859-0014 (AGM, 8Ah, 8V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",CYCLONMONOBLOC0859,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24582,"Аккумулятор EnerSys Cyclon Monobloc 0859-0016 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",CYCLONMONOBLOC0859,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24583,"Аккумулятор EnerSys Cyclon Monobloc 0859-0019 (AGM, 8Ah, 8V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",CYCLONMONOBLOC0859,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24584,"Аккумулятор EnerSys Cyclon Monobloc 0859-0020 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",CYCLONMONOBLOC0859,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24585,"Аккумулятор EnerSys Cyclon Monobloc 0859-0030 (AGM, 8Ah, 12V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",CYCLONMONOBLOC0859,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
24586,"Аккумулятор EnerSys Cyclon Monobloc 4X0859-0012E (AGM, 8Ah, 24V)",4629,КА-00005894,,"Аккумулятор EnerSys Cyclon Monobloc 0859-0010 (AGM, 8Ah, 4V) / США",AGM8AH,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25046,Источник бесперебойного питания APC Smart UPS SRT 3000VA,,КА-00006872,,Источник бесперебойного питания APC Smart-UPS 3000VA (SMT3000IC) / Китай,3000VA,yes,0.95,sig+brand,КА-00006872,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25054,Источник бесперебойного питания APC Smart-UPS C 1000VA,,КА-00005734,,ИБП Сайбер Электро ЭКСПЕРТ-II-1000Р 1000VA/1000W 2U/LCD/USB/RS-232/EPO/SNMPslot/RJ11/45/(8 IEC С13./,1000VA,no,0.85,sig,КА-00005734,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25056,Источник бесперебойного питания APC Smart-UPS 1000VA,,КА-00005734,,ИБП Сайбер Электро ЭКСПЕРТ-II-1000Р 1000VA/1000W 2U/LCD/USB/RS-232/EPO/SNMPslot/RJ11/45/(8 IEC С13./,1000VA,no,0.85,sig,КА-00005734,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25057,Источник бесперебойного питания APC Smart-UPS 1000VA USB & Serial RM,,КА-00005734,,ИБП Сайбер Электро ЭКСПЕРТ-II-1000Р 1000VA/1000W 2U/LCD/USB/RS-232/EPO/SNMPslot/RJ11/45/(8 IEC С13./,1000VA,no,0.85,sig,КА-00005734,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25061,Источник бесперебойного питания APC Smart-UPS 1500VA LCD RM,,КА-00005636,,ИБП CyberPower UT1500EIG 1500VA/900W LED/USB/RJ11/45 (6 IEC С13) 12V/7.5Ah*2/USB charger A/C,1500VA,no,0.85,sig,КА-00005636,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25062,Источник бесперебойного питания APC Smart-UPS 1500VA LCD,,КА-00005636,,ИБП CyberPower UT1500EIG 1500VA/900W LED/USB/RJ11/45 (6 IEC С13) 12V/7.5Ah*2/USB charger A/C,1500VA,no,0.85,sig,КА-00005636,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25065,Источник бесперебойного питания APC Smart-UPS 1000VA LCD,,КА-00005734,,ИБП Сайбер Электро ЭКСПЕРТ-II-1000Р 1000VA/1000W 2U/LCD/USB/RS-232/EPO/SNMPslot/RJ11/45/(8 IEC С13./,1000VA,no,0.85,sig,КА-00005734,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25066,Источник бесперебойного питания APC Smart-UPS RT 1000VA,,КА-00005734,,ИБП Сайбер Электро ЭКСПЕРТ-II-1000Р 1000VA/1000W 2U/LCD/USB/RS-232/EPO/SNMPslot/RJ11/45/(8 IEC С13./,1000VA,no,0.85,sig,КА-00005734,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25067,Источник бесперебойного питания APC Smart-UPS C 1500VA,,КА-00005636,,ИБП CyberPower UT1500EIG 1500VA/900W LED/USB/RJ11/45 (6 IEC С13) 12V/7.5Ah*2/USB charger A/C,1500VA,no,0.85,sig,КА-00005636,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25068,Источник бесперебойного питания APC Smart-UPS X 1500VA Rack/Tower LCD,,КА-00005636,,ИБП CyberPower UT1500EIG 1500VA/900W LED/USB/RJ11/45 (6 IEC С13) 12V/7.5Ah*2/USB charger A/C,1500VA,no,0.85,sig,КА-00005636,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25070,Источник бесперебойного питания APC Smart-UPS 1U 1500VA LCD,,КА-00005636,,ИБП CyberPower UT1500EIG 1500VA/900W LED/USB/RJ11/45 (6 IEC С13) 12V/7.5Ah*2/USB charger A/C,1500VA,no,0.85,sig,КА-00005636,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25071,Источник бесперебойного питания APC Smart-UPS C 3000VA LCD,,КА-00006872,,Источник бесперебойного питания APC Smart-UPS 3000VA (SMT3000IC) / Китай,3000VA,yes,0.95,sig+brand,КА-00006872,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25072,Источник бесперебойного питания APC Smart-UPS C 3000VA RM LCD,,КА-00006872,,Источник бесперебойного питания APC Smart-UPS 3000VA (SMT3000IC) / Китай,3000VA,yes,0.95,sig+brand,КА-00006872,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25099,Источник бесперебойного питания CyberPower Professional RM LCD 3000VA,,КА-00006872,,Источник бесперебойного питания APC Smart-UPS 3000VA (SMT3000IC) / Китай,3000VA,yes,0.95,sig+brand,КА-00006872,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25121,Источник бесперебойного питания IPPON Back Basic 1050,,КА-00003995,,Источник бесперебойного питания IPPON Back Basic 1050¶Euro,IPPONBACKBASIC1050,yes,0.95,sig+brand,КА-00003995,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25122,Источник бесперебойного питания IPPON Back Basic 1050 Euro,,КА-00003995,,Источник бесперебойного питания IPPON Back Basic 1050¶Euro,IPPONBACKBASIC1050,yes,0.95,sig+brand,КА-00003995,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25126,Источник бесперебойного питания IPPON Back Basic 1050 S Euro,,КА-00003995,,Источник бесперебойного питания IPPON Back Basic 1050¶Euro,IPPONBACKBASIC1050,yes,0.95,sig+brand,КА-00003995,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25143,Источник бесперебойного питания IPPON Innova G2 1000,,КА-00005756,,Источник бесперебойного питания IPPON Innova G2 1000,IPPONINNOVAG21000,yes,0.95,sig+brand,КА-00005756,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25144,Источник бесперебойного питания IPPON Innova G2 1000 Euro,,КА-00005756,,Источник бесперебойного питания IPPON Innova G2 1000,IPPONINNOVAG21000,yes,0.95,sig+brand,КА-00005756,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25146,Источник бесперебойного питания IPPON Innova RT 1K 1000VA,,КА-00005734,,ИБП Сайбер Электро ЭКСПЕРТ-II-1000Р 1000VA/1000W 2U/LCD/USB/RS-232/EPO/SNMPslot/RJ11/45/(8 IEC С13./,1000VA,no,0.85,sig,КА-00005734,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25149,Источник бесперебойного питания IPPON Innova G2 2000L,25108,КА-00005756,,Источник бесперебойного питания IPPON Innova G2 1000,IPPONINNOVAG2,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25152,Источник бесперебойного питания IPPON Innova G2 2000 Euro,25108,КА-00005756,,Источник бесперебойного питания IPPON Innova G2 1000,IPPONINNOVAG2,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25155,Источник бесперебойного питания IPPON Innova G2 3000 Euro,25108,КА-00005756,,Источник бесперебойного питания IPPON Innova G2 1000,IPPONINNOVAG2,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25248,Источник бесперебойного питания Eaton 9SX 5000VA,,КА-00004366,,Источник бесперебойного питания IНЭЛТ серии GAMMA 5KR 5000VA (IN5000-SI),5000VA,yes,0.95,sig+brand,КА-00004366,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25249,Источник бесперебойного питания Eaton 9130 Rackmount 1500VA,,КА-00005636,,ИБП CyberPower UT1500EIG 1500VA/900W LED/USB/RJ11/45 (6 IEC С13) 12V/7.5Ah*2/USB charger A/C,1500VA,no,0.85,sig,КА-00005636,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25257,Источник бесперебойного питания Eaton 5SC 1000VA,,КА-00005734,,ИБП Сайбер Электро ЭКСПЕРТ-II-1000Р 1000VA/1000W 2U/LCD/USB/RS-232/EPO/SNMPslot/RJ11/45/(8 IEC С13./,1000VA,no,0.85,sig,КА-00005734,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25258,Источник бесперебойного питания Eaton 5S 1500VA,,КА-00005636,,ИБП CyberPower UT1500EIG 1500VA/900W LED/USB/RJ11/45 (6 IEC С13) 12V/7.5Ah*2/USB charger A/C,1500VA,no,0.85,sig,КА-00005636,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25259,Источник бесперебойного питания Eaton 5S 1000VA,,КА-00005734,,ИБП Сайбер Электро ЭКСПЕРТ-II-1000Р 1000VA/1000W 2U/LCD/USB/RS-232/EPO/SNMPslot/RJ11/45/(8 IEC С13./,1000VA,no,0.85,sig,КА-00005734,agree,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25310,Источник бесперебойного питания IНЭЛТ SIGMA 5К 5000VA,,КА-00004366,,Источник бесперебойного питания IНЭЛТ серии GAMMA 5KR 5000VA (IN5000-SI),5000VA,yes,0.95,sig+brand,КА-00004366,agree,one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25311,Источник бесперебойного питания IНЭЛТ SIGMA KS 3К,25307,КА-00003956,,Источник бесперебойного питания серии SIGMA KS 3К (IN3000-SI-KS),SIGMAKS3К,no,0.85,sig,,new,confidence_not_0_95;brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25312,Источник бесперебойного питания IНЭЛТ Gamma 3K IN3000RM-GA-1,25307,КА-00003883,,ИБП серии GAMMA 3K (IN3000RM-GA-1),GAMMA3KIN3000RMGA,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
25313,Источник бесперебойного питания IНЭЛТ Gamma 3KR IN3000RM-GA-KR-KS,25307,КА-00003883,,ИБП серии GAMMA 3K (IN3000RM-GA-1),IN3000RMGA,no,0.95,sig,,new,brand_not_confirmed;one_c_code_maps_multiple_bitrix_ids,rb-1c-review-v1
