product_external_id,reason
КА-00004566,service_diagnostics_not_catalog_product
КА-00005098,training_service_not_catalog_product
КА-00005105,warehouse_service_not_catalog_product
КА-00005106,warehouse_service_not_catalog_product
КА-00005112,programming_service_not_catalog_product
