product_external_id,category_external_id
КА-00005383,seo:workshop-tools
КА-00005424,seo:workshop-tools
КА-00005425,seo:workshop-tools
КА-00005426,seo:workshop-tools
КА-00005800,seo:workshop-tools
КА-00005861,seo:workshop-tools
КА-00006629,seo:workshop-tools
КА-00006680,seo:workshop-tools
КА-00007030,seo:workshop-tools
