product_external_id,scope_reason
КА-00005566,explicit_service_visit
КА-00005762,explicit_certification_service
КА-00005776,explicit_service_maintenance_visit
КА-00007016,explicit_budget_advance_payment
РБ-00000008,explicit_office_rent
РБ-00000034,explicit_premises_rent
